ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[12570] python3.8,"  393,    1,    1","  128,    1,    1","8,769",0.01,596.28,3.02,"122,352",1.26,128,393,5.18
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[12570] python3.8,"  392,    2,    1","   64,    1,    1","440,564",0.32,"38,575.74",2.25,"5,892,544",1.36,64,784,5.27
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[12570] python3.8,"12544,    1,    1","   64,    1,    1","379,189",0.28,"33,268.15",2.68,"6,071,296",1.35,64,"12,544",5.89
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12570] python3.8,"12544,    1,    1","   64,    1,    1","189,597",0.14,"16,765.81",0.62,"702,464",1.32,64,"12,544",1.56
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12570] python3.8,"    2,   16,    1","   32,    4,    1","8,229",0.01,509.96,1.30,"45,056",1.25,128,32,2.06
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12570] python3.8,"    2,   28,   14","  256,    1,    1","4,046,691",2.97,"353,167.54",1.60,"38,390,912",1.36,256,784,5.15
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[12570] python3.8,"12544,    1,    1","   64,    1,    1","378,970",0.28,"33,273.35",2.68,"6,071,296",1.36,64,"12,544",5.89
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12570] python3.8,"12544,    1,    1","   64,    1,    1","190,629",0.14,"16,451.88",0.63,"702,464",1.35,64,"12,544",1.55
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[12570] python3.8," 3136,    1,    1","  256,    1,    1","364,407",0.27,"31,821.69",2.40,"5,193,216",1.35,256,"3,136",5.24
9,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12570] python3.8,"    4,   16,    1","   32,    4,    1","12,102",0.01,868.62,1.53,"90,112",1.18,128,64,2.80
10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12570] python3.8,"    4,   14,    7","  256,    1,    1","1,984,270",1.46,"172,133.68",1.64,"19,195,456",1.36,256,392,5.25
11,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[12570] python3.8," 6272,    1,    1","   64,    1,    1","192,453",0.14,"16,705.46",2.67,"3,035,648",1.36,64,"6,272",5.81
12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12570] python3.8," 6272,    1,    1","   64,    1,    1","100,270",0.07,"8,177.74",0.63,"351,232",1.40,64,"6,272",1.47
13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12570] python3.8,"    4,   32,    1","   32,    4,    1","20,899",0.02,"1,659.84",1.60,"180,224",1.27,128,128,3.25
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12570] python3.8,"    4,   14,    7","  256,    1,    1","3,505,510",2.58,"306,835.78",1.73,"36,054,592",1.36,256,392,5.84
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[12570] python3.8," 6272,    1,    1","   64,    1,    1","191,306",0.14,"16,767.87",2.66,"3,035,648",1.35,64,"6,272",5.84
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12570] python3.8," 6272,    1,    1","   64,    1,    1","93,118",0.07,"8,162.10",0.63,"351,232",1.30,64,"6,272",1.59
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[12570] python3.8," 1568,    1,    1","  256,    1,    1","184,734",0.14,"15,746.59",2.42,"2,596,608",1.36,256,"1,568",5.17
18,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12570] python3.8,"    8,   32,    1","   32,    4,    1","39,377",0.03,"3,205.90",1.65,"360,448",1.37,128,256,3.45
19,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12570] python3.8,"    8,    7,    4","  256,    1,    1","2,005,603",1.46,"173,329.25",1.75,"20,602,624",1.37,256,224,5.83
20,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[12570] python3.8," 3136,    1,    1","   64,    1,    1","97,326",0.07,"8,411.12",2.65,"1,517,824",1.33,64,"3,136",5.75
