ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   99,    1,    1","  128,    1,    1","3,366",0,319.69,1.41,"30,624",0.8,128,99,3.61
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[22502] python3.8," 1568,    1,    1","  128,    1,    1","2,209,653",1.62,"518,503.94",2.42,"85,280,384",1.36,128,"1,568",20.62
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,292",0,19.18,0.05,65,0.86,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","475,276",0.35,"107,842.24",1.56,"11,438,720",1.34,512,64,10.09
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","303,648",0.23,"70,707.75",0.58,"2,809,856",1.35,64,"50,176",3.89
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[22502] python3.8,"12544,    1,    1","  256,    1,    1","728,717",0.54,"170,790.04",2.41,"28,037,120",1.36,256,"12,544",14.15
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,132",0,246.79,0.46,"7,680",1.15,128,25,0.99
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    1,    1","  128,    1,    1","268,869",0.2,"61,669.43",2.31,"9,677,696",1.36,128,392,18.22
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,186",0,19.12,0.05,65,1.12,64,1,0.01
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","127,037",0.1,"29,156.35",1.56,"3,085,952",1.27,512,64,9.88
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","76,383",0.06,"17,004.09",0.61,"702,464",1.31,64,"12,544",3.87
11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","237,753",0.18,"55,299.94",1.22,"4,598,272",1.35,256,"1,024",8.75
12,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22502] python3.8,"    2,    8,    1","   32,    8,    1","6,464",0.01,997.41,0.58,"39,168",1.22,256,16,3.79
13,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[22502] python3.8,"   25,    1,   36","  128,    1,    1","592,592",0.44,"137,881.57",2.16,"20,282,400",1.36,128,900,18.65
14,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","144,472",0.11,"32,912.37",2.21,"4,945,280",1.37,256,"1,024",12.6
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,194",0,19.22,0.05,65,1.12,64,1,0.01
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","127,167",0.1,"29,017.32",1.56,"3,085,952",1.32,512,64,9.87
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","75,893",0.06,"17,382.43",0.59,"702,464",1.29,64,"12,544",3.89
18,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,019",0,246.25,0.46,"7,680",0.89,128,25,1.02
19,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    4,    1","  128,    1,    1","1,025,308",0.75,"239,967.99",2.37,"38,710,784",1.36,128,"1,568",19.11
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,193",0,19.24,0.05,65,1.13,64,1,0.01
21,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"  256,    1,    1","  512,    1,    1","497,005",0.38,"114,504.47",1.59,"12,343,808",1.32,512,256,10.09
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,015",0,263.78,0.43,"7,680",0.81,128,25,1.03
23,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    4,    1","  128,    1,    1","1,024,790",0.75,"240,082.09",2.37,"38,710,784",1.36,128,"1,568",19.12
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","5,026",0,19.04,0.05,65,1.78,64,1,0.01
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"  256,    1,    1","  512,    1,    1","497,967",0.37,"115,726.13",1.57,"12,343,808",1.34,512,256,10.07
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","374,682",0.28,"87,648.97",0.39,"2,308,096",1.35,64,"50,176",3.94
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","302,711",0.22,"70,834.41",0.58,"2,809,856",1.35,64,"50,176",3.9
28,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,020",0,246.97,0.46,"7,680",1.11,128,25,1.02
29,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    1,    1","  128,    1,    1","889,650",0.65,"204,912.44",2.36,"32,821,376",1.36,128,392,21.43
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,171",0,19.18,0.05,65,1.13,64,1,0.01
