ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5694] python3.8,"   99,    1,    1","  128,    1,    1","4,967",2.78,986.71,0.46,"30,624",1.78,128,99,2.48
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[5694] python3.8,"   98,    1,    1","   64,    1,    1","21,044",17.06,"16,197.49",0.67,"736,568",1.22,64,98,13.91
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5694] python3.8,"    1,    1,    1","   64,    1,    1","3,135",4.16,18.63,0.05,65,0.75,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5694] python3.8,"   32,    1,    1","  512,    1,    1","88,904",65.34,"39,417.68",0.17,"461,440",1.36,512,32,2.04
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5694] python3.8," 1568,    1,    1","   64,    1,    1","8,638",6.08,"4,587.38",0.32,"100,352",1.41,64,"1,568",5.38
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[5694] python3.8,"  392,    1,    1"," 1024,    1,    1","26,676",18.75,"19,333.81",1.90,"2,496,256",1.40,"1,024",392,35.16
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5694] python3.8,"    1,    1,    1","   64,    1,    1","3,153",4.16,20.31,0.05,65,0.76,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5694] python3.8,"   32,    1,    1","  512,    1,    1","89,076",64.96,"39,467.40",0.17,"461,440",1.37,512,32,2.04
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5694] python3.8," 1568,    1,    1","   64,    1,    1","7,069",8.38,"4,578.01",0.32,"100,352",0.84,64,"1,568",6.58
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5694] python3.8,"   99,    1,    1","  128,    1,    1","3,002",2.75,988.53,0.46,"30,624",1.09,128,99,4.11
