ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   99,    1,    1","  128,    1,    1","3,441",0.00,320.28,1.41,"30,624",1.12,128,99,3.53
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[8907] python3.8," 3136,    1,    1","   64,    1,    1","699,355",0.51,"163,527.69",2.12,"23,570,176",1.36,64,"3,136",13.30
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,214",0.00,20.60,0.05,65,0.75,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   32,    1,    1","  512,    1,    1","472,134",0.35,"107,776.94",1.54,"11,317,056",1.36,512,32,10.10
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"50176,    1,    1","   64,    1,    1","308,750",0.23,"71,447.84",0.66,"3,211,264",1.35,64,"50,176",4.79
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[8907] python3.8,"12544,    1,    1"," 1024,    1,    1","2,597,729",1.90,"569,881.54",2.06,"79,880,192",1.36,"1,024","12,544",11.32
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,148",0.00,20,0.05,65,0.76,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   32,    1,    1","  512,    1,    1","472,251",0.34,"107,621.49",1.55,"11,317,056",1.37,512,32,10.11
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"50176,    1,    1","   64,    1,    1","306,541",0.23,"71,615.66",0.66,"3,211,264",1.34,64,"50,176",4.83
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   99,    1,    1","  128,    1,    1","3,431",0.00,313.60,1.44,"30,624",1.14,128,99,3.54
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[8907] python3.8," 3136,    1,    1","   64,    1,    1","705,561",0.52,"164,816.34",2.21,"24,755,584",1.36,64,"3,136",14.43
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","4,991",0.00,19.22,0.05,65,1.70,64,1,0.01
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   16,    1,    1","  512,    1,    1","350,008",0.26,"78,300.97",1.06,"5,658,528",1.36,512,16,6.81
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   99,    1,    1","  128,    1,    1","3,326",0.00,313.18,1.44,"30,624",1.10,128,99,3.65
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[8907] python3.8," 3136,    3,    1","   64,    1,    1","1,514,140",1.11,"354,608.29",2.03,"48,978,048",1.36,64,"9,408",14.14
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,147",0.00,18.75,0.05,65,1.10,64,1,0.01
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   96,    1,    1","  512,    1,    1","1,374,767",1.01,"320,216.66",1.56,"33,951,168",1.35,512,96,10.41
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"150528,    1,    1","   64,    1,    1","911,662",0.68,"214,626.07",0.66,"9,633,792",1.34,64,"150,528",4.87
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[8907] python3.8," 9408,    1,    1"," 1024,    1,    1","2,071,593",1.52,"457,023.22",1.93,"59,910,144",1.36,"1,024","9,408",10.65
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,216",0.00,20.07,0.05,65,1.12,64,1,0.01
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   96,    1,    1","  512,    1,    1","363,593",0.27,"84,225.04",1.55,"8,892,864",1.34,512,96,10.10
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"37632,    1,    1","   64,    1,    1","229,699",0.17,"53,345",0.66,"2,408,448",1.35,64,"37,632",4.83
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   25,    1,    1","  128,    1,    1","3,024",0.00,247.41,0.46,"7,680",1.10,128,25,1.02
23,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[8907] python3.8,"  784,    1,    1","   64,    1,    1","416,502",0.31,"96,134.04",2.24,"14,618,464",1.36,64,784,17.48
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,177",0.00,20.24,0.05,65,0.78,64,1,0.01
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   24,    1,    1","  512,    1,    1","110,165",0.09,"23,026.84",1.42,"2,223,216",1.27,512,24,8.34
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   25,    1,    1","  128,    1,    1","3,014",0.00,247.44,0.46,"7,680",0.80,128,25,1.03
27,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[8907] python3.8,"  784,    5,    1","   64,    1,    1","752,987",0.55,"175,980.84",2.15,"25,676,000",1.36,64,"3,920",14.05
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,263",0.00,19.10,0.05,65,1.13,64,1,0.01
