ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   99,    1,    1","  128,    1,    1","3,032",2.72,990.88,0.45,"30,624",1.11,128,99,4.07
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[10223] python3.8,"  784,    1,    1","   64,    1,    1","61,109",47.71,"55,792.85",1.55,"5,892,544",1.27,64,784,38.42
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,147",2.88,18.79,0.05,65,1.09,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   32,    1,    1","  512,    1,    1","161,052",117.50,"68,739.15",0.62,"2,915,136",1.37,512,32,7.57
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"12544,    1,    1","   64,    1,    1","58,261",48.83,"54,607.57",0.22,"802,816",1.19,64,"12,544",6.37
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[10223] python3.8," 3136,    1,    1"," 1024,    1,    1","164,325",122.18,"151,343.69",1.94,"19,970,048",1.34,"1,024","3,136",45.01
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,175",2.88,18.97,0.05,65,1.10,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   32,    1,    1","  512,    1,    1","150,863",116.70,"68,486.99",0.63,"2,915,136",1.29,512,32,8.08
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"12544,    1,    1","   64,    1,    1","57,893",47.90,"54,733.91",0.22,"802,816",1.20,64,"12,544",6.41
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   99,    1,    1","  128,    1,    1","3,035",2.75,977.72,0.46,"30,624",1.10,128,99,4.06
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[10223] python3.8,"  784,    1,    1","   64,    1,    1","59,154",48.48,"53,093.19",1.71,"6,188,896",1.21,64,784,43.47
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","4,626",2.85,18.96,0.05,65,1.62,64,1,0.01
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   16,    1,    1","  512,    1,    1","155,986",110.91,"31,541.10",0.68,"1,457,568",1.41,512,16,3.90
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   99,    1,    1","  128,    1,    1","3,003",4.13,980.93,0.46,"30,624",0.73,128,99,4.11
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[10223] python3.8,"  784,    3,    1","   64,    1,    1","162,435",117.76,"176,242.66",1.02,"12,244,512",1.37,64,"2,352",33.17
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,138",2.82,18.50,0.05,65,1.11,64,1,0.01
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   96,    1,    1","  512,    1,    1","295,677",219.52,"276,873.03",0.46,"8,745,408",1.34,512,96,12.40
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"37632,    1,    1","   64,    1,    1","186,609",143.65,"183,028.59",0.19,"2,408,448",1.29,64,"37,632",5.95
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[10223] python3.8," 2352,    1,    1"," 1024,    1,    1","143,660",107.30,"132,289.66",1.66,"14,977,536",1.33,"1,024","2,352",38.72
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,168",4.22,18.87,0.05,65,0.75,64,1,0.01
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   96,    1,    1","  512,    1,    1","73,414",58.30,"66,548.40",0.55,"2,480,832",1.25,512,96,13.61
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8," 9408,    1,    1","   64,    1,    1","48,432",34.34,"38,435.85",0.23,"602,112",1.40,64,"9,408",5.74
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   25,    1,    1","  128,    1,    1","2,898",2.62,355.71,0.32,"7,680",1.10,128,25,1.06
23,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[10223] python3.8,"  196,    1,    1","   64,    1,    1","43,810",36.58,"42,673.82",1.26,"3,654,616",1.18,64,196,42.13
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,141",2.85,19.62,0.05,65,1.10,64,1,0.01
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   24,    1,    1","  512,    1,    1","33,099",25.73,"10,646.04",0.86,"620,208",1.28,512,24,7.52
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   25,    1,    1","  128,    1,    1","2,896",3.71,355.53,0.32,"7,680",0.78,128,25,1.06
27,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[10223] python3.8,"  196,    3,    1","  128,    1,    1","78,281",60.42,"69,152.37",1.55,"7,284,144",1.28,128,588,37.71
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,156",2.85,18.72,0.05,65,1.11,64,1,0.01
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"  144,    1,    1","  512,    1,    1","130,383",105.31,"99,741.35",0.55,"3,721,248",1.23,512,144,11.46
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"14112,    1,    1","   64,    1,    1","66,056",55.04,"62,640.12",0.21,"903,168",1.19,64,"14,112",6.32
31,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[10223] python3.8," 3528,    1,    1"," 1024,    1,    1","183,359",139.84,"166,412.90",1.99,"22,466,304",1.30,"1,024","3,528",45.35
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,150",2.85,18.53,0.05,65,1.11,64,1,0.01
33,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"  144,    1,    1","  512,    1,    1","128,618",101.95,"101,227.60",0.54,"3,721,248",1.26,512,144,11.61
34,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"14112,    1,    1","   64,    1,    1","75,336",52.22,"62,716.68",0.21,"903,168",1.44,64,"14,112",5.53
35,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   25,    1,    1","  128,    1,    1","2,916",2.66,355.01,0.32,"7,680",1.09,128,25,1.06
36,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[10223] python3.8,"  196,    1,    1","   64,    1,    1","57,720",46.59,"51,721.25",1.49,"5,235,160",1.22,64,196,47.51
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,262",2.82,18.69,0.05,65,1.16,64,1,0.01
