ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22572] python3.8,"   99,    1,    1","  128,    1,    1","3,099",2.78,768.54,0.59,"30,624",1.11,128,99,3.99
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[22572] python3.8," 3136,    1,    1","   64,    1,    1","236,396",177.41,"168,041.87",2.06,"23,570,176",1.32,64,"3,136",39.60
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"    1,    1,    1","   64,    1,    1","5,025",2.85,19.49,0.05,65,1.76,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22572] python3.8,"   32,    1,    1","  512,    1,    1","427,019",320.06,"196,887.59",0.85,"11,317,056",1.33,512,32,11.19
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"50176,    1,    1","   64,    1,    1","251,860",190.50,"181,705.40",0.26,"3,211,264",1.32,64,"50,176",5.88
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[22572] python3.8,"12544,    1,    1"," 1024,    1,    1","859,575",630.50,"587,936.99",2.00,"79,880,192",1.36,"1,024","12,544",34.35
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"    1,    1,    1","   64,    1,    1","3,241",3.87,18.76,0.05,65,0.84,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22572] python3.8,"   32,    1,    1","  512,    1,    1","426,957",317.57,"195,943.18",0.85,"11,317,056",1.34,512,32,11.20
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"50176,    1,    1","   64,    1,    1","251,615",190.75,"181,786.94",0.26,"3,211,264",1.31,64,"50,176",5.89
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22572] python3.8,"   99,    1,    1","  128,    1,    1","3,049",3.71,796.12,0.57,"30,624",0.82,128,99,4.05
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[22572] python3.8," 3136,    1,    1","   64,    1,    1","238,667",177.31,"173,361.19",2.10,"24,755,584",1.34,64,"3,136",42.89
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"    1,    1,    1","   64,    1,    1","3,252",2.85,18.75,0.05,65,1.14,64,1,0.01
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22572] python3.8,"   16,    1,    1","  512,    1,    1","333,351",253.66,"76,312.96",1.09,"5,658,528",1.31,512,16,7.16
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22572] python3.8,"   99,    1,    1","  128,    1,    1","3,046",2.82,813.10,0.55,"30,624",1.08,128,99,4.06
