ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   99,    1,    1","  128,    1,    1","3,102",2.85,533.54,0.84,"30,624",1.09,128,99,3.96
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[25499] python3.8,"  784,    1,    1","   64,    1,    1","93,337",69.98,"43,742.91",1.98,"5,892,544",1.32,64,784,25.08
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,133",2.94,18.93,0.05,65,1.06,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   32,    1,    1","  512,    1,    1","153,333",120.86,"69,351.03",0.62,"2,915,136",1.27,512,32,7.95
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"12544,    1,    1","   64,    1,    1","65,797",46.94,"28,399.03",0.42,"802,816",1.40,64,"12,544",5.63
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[25499] python3.8," 3136,    1,    1"," 1024,    1,    1","312,930",231.68,"144,610.21",2.03,"19,970,048",1.35,"1,024","3,136",23.56
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,180",2.88,20.59,0.05,65,1.10,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   32,    1,    1","  512,    1,    1","155,739",118.08,"69,142.78",0.62,"2,915,136",1.32,512,32,7.83
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"12544,    1,    1","   64,    1,    1","59,559",49.86,"28,500.43",0.41,"802,816",1.19,64,"12,544",6.23
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   99,    1,    1","  128,    1,    1","3,096",2.82,538.63,0.84,"30,624",1.10,128,99,3.96
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[25499] python3.8,"  784,    1,    1","   64,    1,    1","94,521",71.04,"44,812.03",2.03,"6,188,896",1.32,64,784,27.09
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,128",4.13,19.47,0.05,65,0.76,64,1,0.01
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   16,    1,    1","  512,    1,    1","140,553",111.90,"31,826.16",0.67,"1,457,568",1.25,512,16,4.33
