ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10881] python3.8,"  393,    1,    1","  128,    1,    1","3,924",0.00,977.72,1.84,"122,352",1.15,128,393,12.02
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[10881] python3.8," 6272,    1,    1","  128,    1,    1","1,212,272",0.89,"603,258.90",2.33,"95,535,104",1.36,128,"6,272",33.50
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"200704,    1,    1","   64,    1,    1","1,333,394",0.98,"665,565.28",2.75,"124,436,480",1.36,64,"200,704",34.32
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"200704,    1,    1","   64,    1,    1","1,025,240",0.75,"512,310.32",0.32,"11,239,424",1.36,64,"200,704",4.61
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[10881] python3.8,"    2,   16,    1","   32,    4,    1","4,340",0.00,"1,036.90",0.64,"45,056",1.14,128,32,3.91
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[10881] python3.8,"   32,   28,   14","  256,    1,    1","11,476,821",8.38,"5,687,945.46",1.59,"614,254,592",1.37,256,"12,544",29.05
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"200704,    1,    1","   64,    1,    1","1,333,678",0.98,"665,467.81",2.75,"124,436,480",1.36,64,"200,704",34.32
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"200704,    1,    1","   64,    1,    1","1,031,470",0.75,"512,256.28",0.32,"11,239,424",1.37,64,"200,704",4.58
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[10881] python3.8,"50176,    1,    1","  256,    1,    1","1,189,003",0.88,"592,868.84",2.06,"83,091,456",1.36,256,"50,176",25.70
9,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   49,   64,    1","  256,    1,    1","505,562",0.37,"250,833.13",0.92,"15,705,088",1.35,256,"3,136",14.46
