ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29901] python3.8,"  393,    1,    1","  128,    1,    1","3,904",0.00,933.57,1.93,"122,352",1.15,128,393,12.09
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[29901] python3.8," 3136,    1,    1","  128,    1,    1","614,632",0.45,"303,880.12",2.31,"47,767,552",1.36,128,"3,136",33.11
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"100352,    1,    1","   64,    1,    1","670,323",0.49,"333,006.26",2.75,"62,218,240",1.36,64,"100,352",34.22
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"100352,    1,    1","   64,    1,    1","511,675",0.38,"252,286.51",0.33,"5,619,712",1.35,64,"100,352",4.62
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[29901] python3.8,"    2,   16,    1","   32,    4,    1","4,452",0.00,"1,088.76",0.61,"45,056",1.18,128,32,3.82
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[29901] python3.8,"   16,   28,   14","  256,    1,    1","5,765,342",4.21,"2,847,327.59",1.59,"307,127,296",1.37,256,"6,272",28.99
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"100352,    1,    1","   64,    1,    1","671,173",0.49,"333,045.24",2.75,"62,218,240",1.36,64,"100,352",34.22
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"100352,    1,    1","   64,    1,    1","510,195",0.38,"253,016.62",0.33,"5,619,712",1.35,64,"100,352",4.64
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[29901] python3.8,"25088,    1,    1","  256,    1,    1","595,312",0.44,"296,179.62",2.06,"41,545,728",1.35,256,"25,088",25.72
9,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[29901] python3.8,"    4,   16,    1","   32,    4,    1","5,099",0.00,"1,503.28",0.88,"90,112",1.20,128,64,6.67
