ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   99,    1,    1","  128,    1,    1","3,092",0.00,833.22,0.54,"30,624",0.81,128,99,4.00
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[7429] python3.8," 1568,    1,    1","  128,    1,    1","733,029",0.54,"526,129.12",2.38,"85,280,384",1.36,128,"1,568",62.25
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,260",0.00,19.46,0.05,65,1.14,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"   64,    1,    1","  512,    1,    1","384,857",0.29,"265,727.50",0.63,"11,438,720",1.33,512,64,12.46
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"50176,    1,    1","   64,    1,    1","252,245",0.19,"190,767.75",0.22,"2,809,856",1.33,64,"50,176",4.68
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[7429] python3.8,"12544,    1,    1","  256,    1,    1","256,438",0.19,"185,822.60",2.22,"28,037,120",1.35,256,"12,544",40.28
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","2,917",0.00,389.91,0.29,"7,680",1.07,128,25,1.06
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[7429] python3.8,"  392,    1,    1","  128,    1,    1","94,902",0.07,"66,599.74",2.14,"9,677,696",1.30,128,392,51.98
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,192",0.00,19.44,0.05,65,1.12,64,1,0.01
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"   64,    1,    1","  512,    1,    1","99,092",0.08,"64,629.76",0.70,"3,085,952",1.28,512,64,12.67
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"12544,    1,    1","   64,    1,    1","64,954",0.05,"40,991.60",0.25,"702,464",1.40,64,"12,544",4.55
11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[7429] python3.8,"   16,   64,    1","  256,    1,    1","142,647",0.10,"95,227.60",0.71,"4,598,272",1.36,256,"1,024",14.61
12,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[7429] python3.8,"    2,    8,    1","   32,    8,    1","5,122",0.00,738.94,0.78,"39,168",1.15,256,16,4.78
13,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[7429] python3.8,"   25,    1,   36","  128,    1,    1","200,268",0.15,"143,042.96",2.09,"20,282,400",1.34,128,900,55.36
14,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[7429] python3.8,"   16,   64,    1","  256,    1,    1","102,229",0.08,"71,944.51",1.01,"4,945,280",1.25,256,"1,024",17.87
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,146",0.00,20.04,0.05,65,1.08,64,1,0.01
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"   64,    1,    1","  512,    1,    1","98,263",0.08,"67,244.26",0.67,"3,085,952",1.23,512,64,12.78
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"12544,    1,    1","   64,    1,    1","58,504",0.05,"46,267.43",0.22,"702,464",1.26,64,"12,544",5.06
18,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","3,051",0.00,362.81,0.31,"7,680",1.12,128,25,1.01
19,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[7429] python3.8,"  392,    4,    1","  128,    1,    1","342,432",0.25,"245,584.56",2.32,"38,710,784",1.35,128,"1,568",57.38
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,330",0.00,19,0.05,65,1.18,64,1,0.01
21,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"  256,    1,    1","  512,    1,    1","388,966",0.29,"264,601.59",0.69,"12,343,808",1.33,512,256,12.90
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","2,920",0.00,364.01,0.31,"7,680",1.06,128,25,1.06
23,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[7429] python3.8,"  392,    4,    1","  128,    1,    1","343,761",0.25,"245,792.13",2.32,"38,710,784",1.35,128,"1,568",57.14
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,277",0.00,19.22,0.05,65,1.18,64,1,0.01
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"  256,    1,    1","  512,    1,    1","397,156",0.29,"277,950.46",0.65,"12,343,808",1.35,512,256,12.64
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[7429] python3.8,"50176,    1,    1","   64,    1,    1","381,546",0.28,"271,755.43",0.12,"2,308,096",1.38,64,"50,176",3.87
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"50176,    1,    1","   64,    1,    1","251,382",0.19,"183,280.12",0.23,"2,809,856",1.34,64,"50,176",4.70
28,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","2,919",0.00,367.50,0.31,"7,680",0.79,128,25,1.06
29,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[7429] python3.8,"  392,    1,    1","  128,    1,    1","298,211",0.22,"212,941.56",2.27,"32,821,376",1.35,128,392,64.09
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,313",0.00,19.34,0.05,65,1.16,64,1,0.01
31,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"   64,    1,    1","  512,    1,    1","99,691",0.08,"65,997.76",0.69,"3,085,952",1.31,512,64,12.61
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"12544,    1,    1","   64,    1,    1","65,536",0.05,"40,607.18",0.25,"702,464",1.41,64,"12,544",4.51
33,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[7429] python3.8,"   16,   64,    1","  256,    1,    1","126,684",0.10,"87,102.37",0.78,"4,598,272",1.28,256,"1,024",16.47
34,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[7429] python3.8,"    2,    8,    1","   32,    8,    1","5,156",0.00,745.54,0.77,"39,168",1.15,256,16,4.75
35,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[7429] python3.8,"   25,    1,   36","  128,    1,    1","201,138",0.15,"142,676.10",2.09,"20,282,400",1.37,128,900,55.14
36,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[7429] python3.8,"   16,   64,    1","  256,    1,    1","103,939",0.08,"72,000.84",1.01,"4,945,280",1.31,256,"1,024",17.57
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,173",0.00,20.07,0.05,65,1.13,64,1,0.01
38,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"   64,    1,    1","  512,    1,    1","98,542",0.08,"65,665.26",0.69,"3,085,952",1.25,512,64,12.75
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"12544,    1,    1","   64,    1,    1","58,486",0.05,"41,160.10",0.25,"702,464",1.19,64,"12,544",5.06
40,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","4,857",0.00,362.90,0.31,"7,680",1.78,128,25,0.63
41,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[7429] python3.8,"  392,    4,    1","  128,    1,    1","343,051",0.25,"245,561.01",2.32,"38,710,784",1.35,128,"1,568",57.25
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"    1,    1,    1","   64,    1,    1","3,265",0.00,18.85,0.05,65,1.15,64,1,0.01
43,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7429] python3.8,"  256,    1,    1","  512,    1,    1","401,323",0.29,"277,816.06",0.65,"12,343,808",1.36,512,256,12.51
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[7429] python3.8,"50176,    1,    1","   64,    1,    1","372,585",0.28,"272,411.03",0.12,"2,308,096",1.33,64,"50,176",3.96
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7429] python3.8,"50176,    1,    1","   64,    1,    1","251,146",0.19,"183,054.65",0.23,"2,809,856",1.32,64,"50,176",4.70
46,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7429] python3.8,"   25,    1,    1","  128,    1,    1","2,918",0.00,394.41,0.29,"7,680",0.78,128,25,1.06
