ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1663] python3.8,"   99,    1,    1","  128,    1,    1","4,317",0.00,206.22,2.18,"30,624",1.17,128,99,2.70
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[1663] python3.8," 3136,    1,    1","   64,    1,    1","1,836,245",1.35,"161,860.97",2.14,"23,570,176",1.36,64,"3,136",5.06
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"    1,    1,    1","   64,    1,    1","3,162",0.00,18.94,0.05,65,0.70,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1663] python3.8,"   32,    1,    1","  512,    1,    1","1,220,030",0.90,"99,964.32",1.66,"11,317,056",1.35,512,32,3.91
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"50176,    1,    1","   64,    1,    1","778,218",0.57,"68,586.74",0.69,"3,211,264",1.36,64,"50,176",1.90
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[1663] python3.8,"12544,    1,    1"," 1024,    1,    1","6,796,881",4.99,"559,266.10",2.10,"79,880,192",1.36,"1,024","12,544",4.32
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"    1,    1,    1","   64,    1,    1","3,275",0.00,19.24,0.05,65,1.16,64,1,0.01
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1663] python3.8,"   32,    1,    1","  512,    1,    1","1,234,337",0.90,"102,067.65",1.63,"11,317,056",1.37,512,32,3.86
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"50176,    1,    1","   64,    1,    1","779,341",0.57,"68,210.78",0.69,"3,211,264",1.36,64,"50,176",1.90
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1663] python3.8,"   99,    1,    1","  128,    1,    1","4,291",0.00,203.01,2.22,"30,624",0.86,128,99,2.72
