ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23201] python3.8,"   99,    1,    1","  128,    1,    1","3,037",0,987.57,0.46,"30,624",0.72,128,99,4.06
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[23201] python3.8," 3136,    1,    1","  128,    1,    1","1,073,179",0.79,"1,047,698.76",2.39,"170,560,768",1.35,128,"3,136",85.77
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"    1,    1,    1","   64,    1,    1","3,115",0,19.78,0.05,65,1.11,64,1,0.01
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23201] python3.8,"   64,    1,    1","  512,    1,    1","788,531",0.58,"717,725.96",0.46,"22,634,112",1.36,512,64,12.11
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"100352,    1,    1","   64,    1,    1","507,475",0.38,"504,470.16",0.16,"5,619,712",1.34,64,"100,352",4.67
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[23201] python3.8,"25088,    1,    1","  256,    1,    1","448,966",0.33,"445,113.49",1.85,"56,074,240",1.35,256,"25,088",46.21
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23201] python3.8,"   25,    1,    1","  128,    1,    1","3,017",0,355.97,0.32,"7,680",1.11,128,25,1.02
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[23201] python3.8,"  784,    1,    1","  128,    1,    1","152,784",0.11,"139,869.87",2.04,"19,355,392",1.33,128,784,64.85
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"    1,    1,    1","   64,    1,    1","3,128",0,18.66,0.05,65,0.76,64,1,0.01
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23201] python3.8,"   64,    1,    1","  512,    1,    1","203,628",0.15,"176,623.75",0.49,"5,928,576",1.36,512,64,12.05
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"25088,    1,    1","   64,    1,    1","122,847",0.09,"118,995.94",0.17,"1,404,928",1.32,64,"25,088",4.83
11,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[23201] python3.8,"  256,    1,    1","  512,    1,    1","72,649",0.06,"67,713.13",0.99,"4,571,136",1.22,512,256,36.47
12,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","63,404",0.05,"53,387.37",0.65,"2,361,344",1.25,512,128,20.71
13,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[23201] python3.8,"    2,    1,  544","   64,    1,    1","101,792",0.08,"97,075.38",1.53,"10,105,344",1.3,64,"1,088",52.27
14,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","71,066",0.06,"62,172.99",0.55,"2,338,816",1.24,512,128,17.77
15,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","68,791",0.05,"54,641.04",0.64,"2,361,344",1.34,512,128,19.09
16,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[23201] python3.8,"    2,    1,  544","   64,    1,    1","102,208",0.08,"93,542.78",1.59,"10,105,344",1.3,64,"1,088",52.06
17,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","72,745",0.06,"65,814.35",0.52,"2,338,816",1.25,512,128,17.35
18,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","59,385",0.05,"51,180.31",0.68,"2,353,152",1.25,512,128,22.02
19,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[23201] python3.8,"    2,    1,  544","   64,    1,    1","102,687",0.08,"93,641.84",1.59,"10,105,344",1.28,64,"1,088",51.81
20,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","66,864",0.05,"56,426.49",0.6,"2,285,568",1.24,512,128,18.54
21,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[23201] python3.8,"  128,    1,    1","  512,    1,    1","61,603",0.05,"51,801.16",0.67,"2,353,152",1.22,512,128,21.22
