ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14629] python3.8,"  393,    1,    1","  128,    1,    1","3,935",0.00,952.63,1.89,"122,352",1.16,128,393,12.03
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[14629] python3.8,"12544,    1,    1","  128,    1,    1","2,416,703",1.78,"1,199,624.78",2.34,"191,070,208",1.35,128,"12,544",33.77
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"401408,    1,    1","   64,    1,    1","2,674,935",1.96,"1,329,994.24",2.75,"248,872,960",1.36,64,"401,408",34.36
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"401408,    1,    1","   64,    1,    1","2,049,318",1.51,"1,026,983.66",0.32,"22,478,848",1.35,64,"401,408",4.62
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14629] python3.8,"    2,   16,    1","   32,    4,    1","4,421",0.00,"1,069.87",0.62,"45,056",1.17,128,32,3.84
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14629] python3.8,"   64,   28,   14","  256,    1,    1","22,948,368",16.81,"11,335,348.94",1.59,"1,228,509,184",1.36,256,"25,088",29.10
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"401408,    1,    1","   64,    1,    1","2,672,076",1.96,"1,330,110.22",2.75,"248,872,960",1.36,64,"401,408",34.37
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"401408,    1,    1","   64,    1,    1","2,065,891",1.51,"1,029,941.18",0.32,"22,478,848",1.36,64,"401,408",4.58
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[14629] python3.8,"100352,    1,    1","  256,    1,    1","2,380,755",1.75,"1,185,367.74",2.06,"166,182,912",1.36,256,"100,352",25.73
9,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   98,   64,    1","  256,    1,    1","1,035,789",0.75,"507,572.03",0.91,"31,410,176",1.38,256,"6,272",14.19
