ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   99,    1,    1","  128,    1,    1","3,029",2.75,"1,095.63",0.41,"30,624",1.10,128,99,4.07,0,0,0.08,29.86,0,801,"1,424",0,"2,571","4,082",225,0,0,5,0,0.01,0,5,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[508] python3.8,"  784,    1,    1","  128,    1,    1","284,988",211.33,"271,316.57",2.31,"42,640,192",1.34,128,784,80.33,65.31,309.05,25.69,121.57,"1,186,853","200,704","1,396,026","2,045,041","802,816","2,696,167","165,652","1,892,663","156,168","186,402","715,074",4.37,16.77,"186,402","715,074"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","4,142",2.91,18.71,0.05,65,1.42,64,1,0.01,0.00,0.01,0.00,0.01,1,1,232,1,1,445,294,0,2,286,2,0.46,0.00,286,2
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"   64,    1,    1","  512,    1,    1","205,195",155.23,"186,166.47",0.46,"5,830,272",1.32,512,64,11.86,51.39,331.04,25.70,165.55,"401,664","200,960","607,887","1,605,888","803,072","805,885","1,612,500",240,"1,605,664","1,610,938","720,677",52.59,23.53,"1,610,938","720,677"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"25088,    1,    1","   64,    1,    1","122,667",93.12,"119,036.75",0.17,"1,404,928",1.32,64,"25,088",4.82,25.69,275.88,25.69,275.88,"200,704","200,704","405,734","802,816","802,816","805,224","808,676",0,"802,816","803,124","712,945",43.85,38.93,"803,124","712,945"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[508] python3.8," 6272,    1,    1","  256,    1,    1","114,183",85.89,"113,122.50",1.82,"14,018,560",1.32,256,"6,272",45.39,28.76,334.90,19.27,224.33,"322,532","150,528","475,689","898,580","602,112","743,040","803,187","139,546","802,816","806,043","515,902",47.26,30.25,"806,043","515,902"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,135",4.19,18.76,0.05,65,0.75,64,1,0.01,0.00,0.01,0.00,0.01,1,1,213,1,1,985,6,0,2,6,0,0.01,0,6,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"   64,    1,    1","  512,    1,    1","52,748",41.73,"45,176.87",0.54,"1,653,888",1.26,512,64,12.57,12.83,307.55,6.43,154.11,"100,443","50,432","152,618","401,004","200,960","204,897","399,340","1,304","399,608","402,274","115,987",51.10,14.73,"402,274","115,987"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8," 6272,    1,    1","   64,    1,    1","26,272",24.64,"22,908.84",0.23,"351,232",1.06,64,"6,272",5.65,6.42,260.65,6.42,260.65,"50,176","50,176","102,284","200,704","200,704","202,771","201,434",0,"200,704","203,392","107,598",51.89,27.45,"203,392","107,598"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   25,    1,    1","  128,    1,    1","2,898",2.82,357.90,0.32,"7,680",1.03,128,25,1.06,0,0,0.02,6.99,0,174,444,0,615,"1,230",143,0,0,233,0,0.54,0,233,0
