ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8338] python3.8,"   99,    1,    1","  128,    1,    1","3,350",4.32,316.37,1.42,"30,624",0.77,128,99,3.62,0,0,0.08,18.28,0,715,"1,148",0,"2,467","3,791",435,0,0,73,0,0.15,0,73,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[8338] python3.8,"  784,    1,    1","   64,    1,    1","183,759",136.10,"42,063.91",2.06,"5,892,544",1.35,64,784,12.66,8.76,64.36,12.85,94.38,"87,471","100,352","190,970","275,337","401,408","529,177","156,622","125,422","152,990","162,558","313,315",5.93,11.42,"162,558","313,315"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8338] python3.8,"    1,    1,    1","   64,    1,    1","3,117",2.78,18.47,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,176,1,1,430,160,0,2,6,0,0.01,0,6,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8338] python3.8,"   32,    1,    1","  512,    1,    1","165,804",129.34,"37,624.84",1.14,"2,915,136",1.28,512,32,7.35,25.69,198.65,12.85,99.34,"200,832","100,480","306,276","802,944","401,536","402,967","807,186",120,"802,832","806,346","321,041",32.57,12.97,"806,346","321,041"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8338] python3.8,"12544,    1,    1","   64,    1,    1","78,257",60.54,"17,865.25",0.66,"802,816",1.29,64,"12,544",4.73,12.85,212.16,12.85,212.16,"100,352","100,352","201,790","401,408","401,408","402,993","402,012",0,"401,408","402,532","312,478",34.45,26.74,"402,532","312,478"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[8338] python3.8," 3136,    1,    1"," 1024,    1,    1","651,515",479.42,"142,094.21",2.07,"19,970,048",1.36,"1,024","3,136",11.29,15.91,33.19,12.85,26.79,"234,612","100,352","335,605","497,173","401,408","541,254","403,165","137,044","401,444","501,309","319,888",5.15,3.29,"501,309","319,888"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8338] python3.8,"    1,    1,    1","   64,    1,    1","3,231",2.85,18.51,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,194,1,1,454,62,0,2,104,0,0.22,0,104,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8338] python3.8,"   32,    1,    1","  512,    1,    1","164,582",131.36,"37,569.24",1.14,"2,915,136",1.25,512,32,7.41,25.69,195.60,12.85,97.82,"200,832","100,480","304,401","802,944","401,536","402,974","826,102",120,"802,832","803,150","319,299",32.69,13.00,"803,150","319,299"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8338] python3.8,"12544,    1,    1","   64,    1,    1","77,674",57.38,"17,543.43",0.67,"802,816",1.35,64,"12,544",4.77,12.85,223.88,12.85,223.88,"100,352","100,352","201,921","401,408","401,408","403,233","402,172",0,"401,408","403,692","312,540",34.82,26.96,"403,692","312,540"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8338] python3.8,"   99,    1,    1","  128,    1,    1","3,327",3.01,314.22,1.43,"30,624",1.10,128,99,3.65,0,0,0.08,26.31,0,713,"1,164",0,"2,477","3,230",25,0,0,41,0,0.08,0,41,0
