ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[15005] python3.8,"   99,    1,    1","  128,    1,    1","3,114",0.00,536.96,0.84,"30,624",0.89,128,99,3.94,0,0,0.08,22.91,0,726,"1,242",0,"2,552","3,347",65,0,0,209,0,0.45,0,209,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[15005] python3.8," 1568,    1,    1","  128,    1,    1","1,063,718",0.78,"522,835.76",2.40,"85,280,384",1.36,128,"1,568",42.90,139.94,178.96,51.38,65.70,"2,493,043","401,408","2,914,165","4,367,684","1,605,632","5,683,602","337,216","4,074,750","304,774","331,406","1,518,892",2.09,9.56,"331,406","1,518,892"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[15005] python3.8,"    1,    1,    1","   64,    1,    1","3,175",0.00,18.68,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,204,1,1,446,6,0,2,110,0,0.23,0,110,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[15005] python3.8,"   64,    1,    1","  512,    1,    1","399,233",0.29,"193,302.50",0.87,"11,438,720",1.38,512,64,12.02,102.77,355.30,51.39,177.66,"803,072","401,664","1,213,173","3,211,520","1,605,888","1,607,841","3,216,694",240,"3,211,296","3,219,114","1,523,418",54.01,25.56,"3,219,114","1,523,418"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15005] python3.8,"50176,    1,    1","   64,    1,    1","255,017",0.19,"125,224.09",0.33,"2,809,856",1.35,64,"50,176",4.63,51.38,272.42,51.38,272.42,"401,408","401,408","807,347","1,605,632","1,605,632","1,607,341","1,609,604",0,"1,605,632","1,611,032","1,516,903",42.31,39.84,"1,611,032","1,516,903"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[15005] python3.8,"12544,    1,    1","  256,    1,    1","362,253",0.27,"179,478.24",2.30,"28,037,120",1.35,256,"12,544",28.48,57.63,214.43,38.54,143.38,"647,893","301,056","965,537","1,800,896","1,204,224","1,488,228","1,615,443","281,800","1,605,632","1,635,999","1,124,837",30.25,20.80,"1,635,999","1,124,837"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[15005] python3.8,"    1,    1,    1","   64,    1,    1","3,268",0.00,18.85,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,216,1,1,446,346,0,2,118,12,0.24,0.02,118,12
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[15005] python3.8,"   64,    1,    1","  512,    1,    1","107,678",0.08,"46,300.82",0.98,"3,085,952",1.41,512,64,11.67,25.70,336.72,12.85,168.41,"200,960","100,608","303,752","803,072","401,664","403,291","809,930",240,"802,848","807,930","316,035",50.27,19.66,"807,930","316,035"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15005] python3.8,"12544,    1,    1","   64,    1,    1","59,547",0.05,"28,434.04",0.36,"702,464",1.27,64,"12,544",4.97,12.85,274.37,12.85,274.37,"100,352","100,352","201,692","401,408","401,408","402,775","403,644",0,"401,408","405,340","314,214",45.63,35.37,"405,340","314,214"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[15005] python3.8,"   25,    1,    1","  128,    1,    1","2,898",0.00,385.72,0.29,"7,680",0.78,128,25,1.06,0,0,0.02,5.30,0,183,735,0,615,"2,725",1,0,0,1,0,0.00,0,1,0
