ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"   99,    1,    1","  128,    1,    1","3,105",2.82,537.90,0.84,"30,624",1.10,128,99,3.95,0,0,0.08,28.39,0,731,"1,300",0,"2,499","3,363",195,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[25869] python3.8,"   98,    1,    1","  128,    1,    1","84,150",62.91,"38,373.88",2.04,"5,330,024",1.33,128,98,34.03,6.61,105.14,3.21,51.04,"126,484","25,088","154,353","205,881","100,352","291,537","27,218","185,054","22,346","22,666","11,569",1.80,0.92,"22,666","11,569"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,135",2.94,18.85,0.05,65,1.06,64,1,0.01,0.00,0.01,0.00,0.01,1,1,307,1,1,430,54,0,2,70,0,0.15,0,70,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","103,668",86.08,"47,215.29",0.29,"922,880",1.20,512,64,3.50,6.37,74.02,3.22,37.40,"49,981","25,344","77,021","199,156","100,608","185,368","120,765","82,944","116,208","120,015","18,415",7.75,1.19,"120,015","18,415"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8," 3136,    1,    1","   64,    1,    1","12,022",13.28,"4,770.65",0.54,"175,616",0.90,64,"3,136",6.19,3.21,241.81,3.21,241.81,"25,088","25,088","51,104","100,352","100,352","101,647","100,382",0,"100,352","100,644","11,315",56.00,6.30,"100,644","11,315"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[25869] python3.8,"  784,    1,    1","  256,    1,    1","24,132",20.29,"10,584.72",2.43,"1,752,320",1.18,256,784,26.97,3.57,175.86,2.41,118.71,"40,296","18,816","60,148","111,692","75,264","93,541","100,437","16,801","100,352","100,355","1,017",27.53,0.28,"100,355","1,017"
6,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[25869] python3.8,"   98,    2,    1","    8,    8,    1","24,482",19.20,"9,922.43",1.44,"972,552",1.26,64,196,16.24,2.28,118.64,3.21,167.21,"34,149","25,072","59,760","71,430","100,292","147,327","26,744","45,503","25,600","25,688",0,7.03,0,"25,688",0
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,195",2.88,19.07,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,196,1,1,446,96,0,2,6,0,0.01,0,6,0
8,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","10,385",8.26,"3,963.88",1.74,"468,288",1.25,512,64,17.20,0.81,98.23,0.81,98.23,"6,528","6,528","14,002","25,344","25,344","26,933","25,154",240,"25,120","25,266",0,16.26,0,"25,266",0
9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  784,    1,    1","   64,    1,    1","5,423",4.99,"1,717.34",0.38,"43,904",1.08,64,784,3.41,0.80,160.82,0.80,160.82,"6,272","6,272","14,924","25,088","25,088","26,242","25,132",0,"25,088","25,132",0,30.87,0,"25,132",0
