ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[28751] python3.8,"   99,    1,    1","  128,    1,    1","3,117",2.75,746.94,0.60,"30,624",1.13,128,99,3.96,0,0,0.08,28.98,0,727,"1,285",0,"2,494","3,383",1,0,0,113,56,0.24,0.12,113,56
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[28751] python3.8,"  784,    1,    1","  128,    1,    1","374,451",276.03,"267,800.84",2.34,"42,640,192",1.35,128,784,61.02,66.98,242.66,25.69,93.07,"1,206,864","200,704","1,419,999","2,091,019","802,816","2,744,804","169,864","1,941,692","154,094","163,200","714,196",2.92,12.77,"163,200","714,196"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[28751] python3.8,"    1,    1,    1","   64,    1,    1","3,099",2.91,18.47,0.05,65,1.06,64,1,0.01,0.00,0.01,0.00,0.01,1,1,269,1,1,429,"1,380",0,2,286,16,0.62,0.03,286,16
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[28751] python3.8,"   64,    1,    1","  512,    1,    1","216,606",159.52,"145,734.28",0.59,"5,830,272",1.36,512,64,11.24,51.39,322.14,25.70,161.10,"401,664","200,960","610,717","1,605,888","803,072","805,040","1,605,680",240,"1,605,664","1,608,796","720,988",49.76,22.30,"1,608,796","720,988"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[28751] python3.8,"25088,    1,    1","   64,    1,    1","130,563",93.44,"88,476.35",0.23,"1,404,928",1.40,64,"25,088",4.52,25.69,274.94,25.69,274.94,"200,704","200,704","405,812","802,816","802,816","804,495","803,676",0,"802,816","804,780","713,775",41.28,36.61,"804,780","713,775"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[28751] python3.8," 6272,    1,    1","  256,    1,    1","130,724",97.70,"94,129.50",2.19,"14,018,560",1.33,256,"6,272",39.58,28.79,294.69,19.27,197.22,"323,679","150,528","476,211","899,811","602,112","744,464","806,461","140,951","802,816","805,597","520,261",41.29,26.66,"805,597","520,261"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[28751] python3.8,"    1,    1,    1","   64,    1,    1","3,269",2.85,19.07,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,172,1,1,429,22,0,2,446,12,0.91,0.02,446,12
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[28751] python3.8,"   64,    1,    1","  512,    1,    1","53,557",42.59,"34,859.29",0.70,"1,653,888",1.25,512,64,12.37,12.84,301.53,6.43,150.98,"100,538","50,432","152,284","401,384","200,960","205,734","399,336","2,592","398,644","400,368","116,591",50.11,14.59,"400,368","116,591"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[28751] python3.8," 6272,    1,    1","   64,    1,    1","26,303",22.66,"17,704.68",0.29,"351,232",1.16,64,"6,272",5.64,6.42,283.48,6.42,283.48,"50,176","50,176","102,722","200,704","200,704","202,391","201,796",0,"200,704","201,060","111,796",51.17,28.45,"201,060","111,796"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[28751] python3.8,"   25,    1,    1","  128,    1,    1","3,101",2.69,355.72,0.32,"7,680",1.15,128,25,0.99,0,0,0.02,7.32,0,174,464,0,615,"1,220","1,711",0,0,1,0,0.00,0,1,0
