ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[26738] python3.8,"   99,    1,    1","  128,    1,    1","6,085",0.00,202.07,2.23,"30,624",1.64,128,99,1.92,0,0,0.08,21.79,0,747,"1,127",0,"2,539","3,175",1,0,0,49,0,0.05,0,49,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[26738] python3.8," 3136,    1,    1","  128,    1,    1","11,667,534",8.56,"1,028,596.29",2.44,"170,560,768",1.36,128,"3,136",7.82,286.44,33.48,102.76,12.01,"5,065,368","802,816","6,115,087","8,934,501","3,211,264","11,569,372","1,043,758","8,353,964","606,014","1,004,230","3,192,719",0.58,1.83,"1,004,230","3,192,719"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,127",0.00,18.79,0.05,65,1.24,64,1,0.01,0.00,0.01,0.00,0.01,1,1,494,1,1,446,134,0,2,142,0,0.30,0,142,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","2,285,045",1.68,"194,676.88",1.71,"22,634,112",1.36,512,64,4.17,205.53,122.63,102.77,61.32,"1,605,820","803,072","2,475,587","6,422,716","3,211,520","3,212,700","6,453,632",149,"6,422,620","6,513,748","3,131,466",19.09,9.18,"6,513,748","3,131,466"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"100352,    1,    1","   64,    1,    1","1,541,392",1.13,"135,325.26",0.61,"5,619,712",1.36,64,"100,352",1.53,102.76,90.86,102.76,90.86,"802,816","802,816","1,643,609","3,211,264","3,211,264","3,212,827","3,261,730",0,"3,211,264","3,309,208","3,123,077",14.38,13.57,"3,309,208","3,123,077"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[26738] python3.8,"25088,    1,    1","  256,    1,    1","3,719,783",2.72,"327,104.15",2.52,"56,074,240",1.36,256,"25,088",5.55,115.13,42.28,77.07,28.30,"1,295,688","602,112","1,964,208","3,597,570","2,408,448","2,960,382","3,387,483","551,649","3,211,264","3,412,107","2,329,714",6.14,4.19,"3,412,107","2,329,714"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0.00,18.90,0.05,65,1.31,64,1,0.01,0.00,0.01,0.00,0.01,1,1,196,1,1,454,54,0,2,6,0,0.01,0,6,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","596,025",0.44,"50,834.43",1.72,"5,928,576",1.35,512,64,4.10,51.39,116.22,25.70,58.12,"401,596","200,960","603,286","1,605,820","803,072","965,774","1,463,823","157,437","1,445,812","1,471,967","723,924",16.54,8.14,"1,471,967","723,924"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"25088,    1,    1","   64,    1,    1","389,088",0.29,"33,453.66",0.62,"1,404,928",1.36,64,"25,088",1.52,25.69,90.08,25.69,90.08,"200,704","200,704","402,333","802,816","802,816","804,441","815,368",0,"802,816","819,586","713,941",14.11,12.29,"819,586","713,941"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[26738] python3.8,"   25,    1,    1","  128,    1,    1","3,198",0.00,105.63,1.07,"7,680",1.10,128,25,0.96,0,0,0.02,6.78,0,175,583,0,617,"1,149",177,0,0,153,0,0.32,0,153,0
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[26738] python3.8,"  784,    2,    1","  128,    1,    1","2,698,649",1.98,"237,924.84",2.39,"38,710,784",1.36,128,"1,568",7.27,73.58,37.15,51.38,25.94,"1,076,907","401,408","1,538,390","2,300,648","1,605,632","2,301,105","1,718,296","692,912","1,607,048","1,717,592","1,518,509",4.26,3.77,"1,717,592","1,518,509"
