ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32184] python3.8,"  393,    1,    1","  128,    1,    1","3,484",0.00,"1,103.88",1.63,"122,352",1.11,128,393,13.80,0,0,0.32,101.76,0,"3,010","4,228",0,"9,982","11,873",193,0,0,57,0,0.11,0,57,0
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[32184] python3.8," 6272,    1,    1","  128,    1,    1","833,876",0.61,"606,017.01",2.32,"95,535,104",1.36,128,"6,272",48.97,0.06,101.86,205.52,336.13,"850,167","1,605,632","2,470,592","1,943,948","6,422,528","7,951,407","469,768","1,525,309","451,832","452,816","6,333,507",3.64,50.87,"452,816","6,333,507"
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32184] python3.8,"200704,    1,    1","   64,    1,    1","1,052,065",0.76,"752,792.94",2.43,"124,436,480",1.38,64,"200,704",43.62,0.21,270.70,205.52,270.43,"1,611,984","1,605,632","3,245,460","6,428,880","6,422,528","6,439,507","6,445,214","6,285","6,422,656","6,464,154","6,410,611",41.15,40.81,"6,464,154","6,410,611"
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32184] python3.8,"200704,    1,    1","   64,    1,    1","1,025,962",0.77,"749,283.90",0.22,"11,239,424",1.34,64,"200,704",4.61,0.21,268.21,205.52,268.21,"1,605,632","1,605,632","3,235,257","6,422,528","6,422,528","6,424,637","6,466,148",0,"6,422,528","6,471,828","6,410,622",42.25,41.85,"6,471,828","6,410,622"
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[32184] python3.8,"    2,   16,    1","   32,    4,    1","4,555",0.00,"1,093.26",0.61,"45,056",1.22,128,32,3.72,0.00,43.76,0.26,70.02,"2,139","2,048","5,231","5,120","8,192","10,585","4,842","1,026","4,608","4,716",0,6.85,0,"4,716",0
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[32184] python3.8,"   32,   28,   14","  256,    1,    1","7,866,864",5.75,"5,712,895.31",1.58,"614,254,592",1.36,256,"12,544",42.46,2.63,456.69,205.52,35.72,"27,648,000","3,211,264","30,987,438","82,124,800","6,422,528","75,764,420","19,342,736","69,390,224","18,817,868","19,138,967","6,381,639",16.29,5.43,"19,138,967","6,381,639"
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32184] python3.8,"200704,    1,    1","   64,    1,    1","1,027,852",0.77,"753,676.85",2.43,"124,436,480",1.33,64,"200,704",44.64,0.21,266.80,205.52,266.54,"1,611,993","1,605,632","3,236,342","6,428,889","6,422,528","6,435,829","6,458,886","6,295","6,422,656","6,453,950","6,333,737",42.06,41.27,"6,453,950","6,333,737"
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32184] python3.8,"200704,    1,    1","   64,    1,    1","1,022,642",0.75,"750,799.76",0.22,"11,239,424",1.36,64,"200,704",4.63,0.21,273.07,205.52,273.07,"1,605,632","1,605,632","3,227,968","6,422,528","6,422,528","6,424,573","6,449,326",0,"6,422,528","6,545,004","6,333,627",42.87,41.48,"6,545,004","6,333,627"
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[32184] python3.8,"50176,    1,    1","  256,    1,    1","919,738",0.68,"664,533.53",1.84,"83,091,456",1.36,256,"50,176",33.31,0.22,326.79,154.14,227.68,"1,729,911","1,204,224","2,959,740","6,919,644","4,816,896","5,321,403","6,456,345","496,592","6,422,528","6,453,861","4,806,919",47.00,35.01,"6,453,861","4,806,919"
9,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32184] python3.8,"   49,   64,    1","  256,    1,    1","504,056",0.37,"366,595.24",0.63,"15,705,088",1.35,256,"3,136",14.54,0.12,309.80,115.61,309.70,"2,032,923","903,168","2,949,402","3,613,284","3,612,672","6,149,912","1,632,931","2,531,674","1,610,744","1,741,145","3,598,554",23.14,47.82,"1,741,145","3,598,554"
