ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[31466] python3.8,"   99,    1,    1","  128,    1,    1","3,253",3.87,538.28,0.84,"30,624",0.84,128,99,3.78,0,0,0.08,21.10,0,734,"1,328",0,"2,553","3,336",49,0,0,65,0,0.13,0,65,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[31466] python3.8," 1568,    1,    1","   64,    1,    1","176,177",129.95,"84,826",2.04,"11,785,088",1.34,64,"1,568",26.56,17.73,136.43,25.69,197.69,"174,488","200,704","390,993","549,339","802,816","1,058,313","333,856","252,090","303,518","308,168","714,119",11.71,27.14,"308,168","714,119"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[31466] python3.8,"    1,    1,    1","   64,    1,    1","3,137",4.26,19.85,0.05,65,0.74,64,1,0.01,0.00,0.01,0.00,0.01,1,1,631,1,1,446,150,0,2,6,0,0.01,0,6,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[31466] python3.8,"   32,    1,    1","  512,    1,    1","215,238",164.29,"98,277.68",0.86,"5,719,360",1.30,512,32,11.19,51.38,312.77,25.69,156.40,"401,536","200,832","613,317","1,605,760","802,944","806,981","1,609,194",120,"1,605,648","1,620,354","720,192",50.43,22.41,"1,620,354","720,192"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31466] python3.8,"25088,    1,    1","   64,    1,    1","124,516",94.34,"60,190.38",0.39,"1,605,632",1.31,64,"25,088",5.95,25.69,272.33,25.69,272.33,"200,704","200,704","403,884","802,816","802,816","804,159","807,540",0,"802,816","853,530","709,729",45.90,38.17,"853,530","709,729"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[31466] python3.8," 6272,    1,    1"," 1024,    1,    1","625,077",460.35,"291,358.43",2.02,"39,940,096",1.35,"1,024","6,272",23.57,31.92,69.34,25.69,55.81,"471,607","200,704","676,756","997,353","802,816","1,079,190","832,721","274,335","802,852","828,081","717,449",8.87,7.69,"828,081","717,449"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[31466] python3.8,"    1,    1,    1","   64,    1,    1","3,134",3.90,20.72,0.05,65,0.80,64,1,0.01,0.00,0.01,0.00,0.01,1,1,178,1,1,429,110,0,2,546,0,1.16,0,546,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[31466] python3.8,"   32,    1,    1","  512,    1,    1","217,643",164.38,"98,324.28",0.86,"5,719,360",1.32,512,32,11.06,51.38,312.59,25.69,156.31,"401,536","200,832","606,053","1,605,760","802,944","804,843","1,611,280",120,"1,605,648","1,607,302","797,488",49.47,24.54,"1,607,302","797,488"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31466] python3.8,"25088,    1,    1","   64,    1,    1","124,558",94.27,"60,483.90",0.39,"1,605,632",1.32,64,"25,088",5.95,25.69,272.51,25.69,272.51,"200,704","200,704","402,510","802,816","802,816","804,483","806,750",0,"802,816","806,364","790,484",43.36,42.51,"806,364","790,484"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[31466] python3.8,"   99,    1,    1","  128,    1,    1","3,096",2.82,536.78,0.84,"30,624",1.10,128,99,3.97,0,0,0.08,28.98,0,731,"1,258",0,"2,545","3,352",1,0,0,1,0,0.00,0,1,0
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[31466] python3.8," 1568,    1,    1","   64,    1,    1","179,415",132.35,"86,039.71",2.12,"12,377,792",1.35,64,"1,568",28.52,27.27,206.01,12.85,97.05,"230,322","100,352","347,370","851,348","401,408","451,686","818,490","44,930","806,188","829,294","321,641",30.95,12.01,"829,294","321,641"
