ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[2021] python3.8,"   99,    1,    1","  128,    1,    1","3,361",2.98,317.28,1.42,"30,624",1.13,128,99,3.61,0,0,0.08,26.66,0,715,"1,137",0,"2,481","3,237",25,0,0,25,0,0.05,0,25,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[2021] python3.8,"   98,    1,    1","   64,    1,    1","32,615",26.02,"6,601.74",1.64,"736,568",1.25,64,98,8.93,1.10,42.13,1.61,61.72,"10,789","12,544","23,886","34,330","50,176","64,961","21,334","13,343","21,278","21,846",0,4.49,0,"21,846",0
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[2021] python3.8,"    1,    1,    1","   64,    1,    1","3,124",2.78,18.62,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,180,1,1,446,54,0,2,56,0,0.12,0,56,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[2021] python3.8,"   32,    1,    1","  512,    1,    1","95,204",69.73,"21,512.90",0.32,"461,440",1.36,512,32,1.91,3.22,46.11,1.61,23.09,"25,216","12,672","38,514","100,480","50,304","101,914","57,809","50,296","50,192","51,093",0,3.59,0,"51,093",0
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2021] python3.8," 1568,    1,    1","   64,    1,    1","11,296",9.15,"2,169.31",0.68,"100,352",1.23,64,"1,568",4.11,1.61,175.44,1.61,175.44,"12,544","12,544","25,620","50,176","50,176","51,595","50,180",0,"50,176","50,180",0,29.79,0,"50,180",0
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[2021] python3.8,"  392,    1,    1"," 1024,    1,    1","86,149",63.55,"18,110.29",2.03,"2,496,256",1.35,"1,024",392,10.68,1.99,31.30,1.61,25.26,"29,393","12,544","44,481","62,152","50,176","68,321","53,523","17,086","50,212","50,219",0,3.90,0,"50,219",0
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[2021] python3.8,"    1,    1,    1","   64,    1,    1","3,216",2.82,18.60,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,192,1,1,438,14,0,2,286,0,0.60,0,286,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[2021] python3.8,"   32,    1,    1","  512,    1,    1","94,983",72.10,"21,449.38",0.32,"461,440",1.32,512,32,1.91,3.22,44.60,1.61,22.33,"25,216","12,672","39,538","100,480","50,304","101,770","50,351","50,296","50,192","52,903",0,3.73,0,"52,903",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2021] python3.8," 1568,    1,    1","   64,    1,    1","11,977",10.05,"2,177.82",0.68,"100,352",1.19,64,"1,568",3.87,1.61,159.80,1.61,159.80,"12,544","12,544","25,608","50,176","50,176","51,035","52,308",0,"50,176","51,964",0,29.08,0,"51,964",0
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[2021] python3.8,"   99,    1,    1","  128,    1,    1","3,322",3.01,314.69,1.43,"30,624",1.10,128,99,3.65,0,0,0.08,26.36,0,713,"1,085",0,"2,469","3,203",145,0,0,81,0,0.16,0,81,0
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[2021] python3.8,"   98,    1,    1","   64,    1,    1","32,745",24.90,"6,606.35",1.72,"773,612",1.31,64,98,9.73,1.70,68.10,0.80,32.25,"14,193","6,272","21,010","53,001","25,088","27,654","53,252","1,215","51,808","55,340",0,11.32,0,"55,340",0
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[2021] python3.8,"    1,    1,    1","   64,    1,    1","3,172",2.88,19.04,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,490,1,1,446,104,0,2,6,0,0.01,0,6,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[2021] python3.8,"   16,    1,    1","  512,    1,    1","88,012",64.99,"20,034.07",0.17,"230,720",1.35,512,16,1.03,1.36,20.85,0.80,12.38,"10,706","6,336","19,177","42,632","25,152","43,810","34,549","17,248","25,096","29,303",0,2.23,0,"29,303",0
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[2021] python3.8,"   99,    1,    1","  128,    1,    1","3,335",9.63,328.66,1.37,"30,624",0.35,128,99,3.64,0,0,0.08,8.23,0,712,"1,769",0,"2,477","3,221",113,0,0,1,0,0.00,0,1,0
