ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[9684] python3.8,"   99,    1,    1","  128,    1,    1","3,408",0.00,314.24,1.43,"30,624",1.14,128,99,3.56,0,0,0.08,26.63,0,711,"1,215",0,"2,475","3,801",1,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[9684] python3.8," 1568,    1,    1","  128,    1,    1","2,210,510",1.62,"518,222.51",2.42,"85,280,384",1.36,128,"1,568",20.61,141.57,87.34,51.38,31.70,"2,516,521","401,408","2,946,024","4,424,340","1,605,632","5,736,185","311,026","4,121,757","305,034","385,258","1,596,142",1.17,4.84,"385,258","1,596,142"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[9684] python3.8,"    1,    1,    1","   64,    1,    1","3,145",0.00,19.13,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,180,1,1,446,366,0,2,214,12,0.46,0.03,214,12
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[9684] python3.8,"   64,    1,    1","  512,    1,    1","467,674",0.34,"108,006.32",1.56,"11,438,720",1.36,512,64,10.26,102.77,298.80,51.39,149.41,"803,072","401,664","1,214,319","3,211,520","1,605,888","1,610,132","3,229,032",240,"3,211,296","3,219,140","1,524,488",46.10,21.83,"3,219,140","1,524,488"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9684] python3.8,"50176,    1,    1","   64,    1,    1","306,365",0.22,"71,320.59",0.58,"2,809,856",1.36,64,"50,176",3.85,51.38,228.89,51.38,228.89,"401,408","401,408","808,285","1,605,632","1,605,632","1,606,902","1,612,794",0,"1,605,632","1,616,532","1,594,035",35.34,34.85,"1,616,532","1,594,035"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[9684] python3.8,"12544,    1,    1","  256,    1,    1","728,963",0.54,"171,018.88",2.41,"28,037,120",1.35,256,"12,544",14.14,57.68,107.20,38.54,71.62,"648,488","301,056","969,137","1,801,511","1,204,224","1,486,763","1,636,971","280,685","1,605,632","1,677,307","1,204,938",15.41,11.07,"1,677,307","1,204,938"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[9684] python3.8,"    1,    1,    1","   64,    1,    1","3,125",0.00,18.38,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,222,1,1,446,222,0,2,142,0,0.30,0,142,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[9684] python3.8,"   64,    1,    1","  512,    1,    1","129,327",0.10,"29,274.54",1.55,"3,085,952",1.34,512,64,9.71,25.70,266.80,12.85,133.44,"200,960","100,608","305,856","803,072","401,664","413,167","795,295","9,484","792,912","798,241","319,005",41.36,16.53,"798,241","319,005"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9684] python3.8,"12544,    1,    1","   64,    1,    1","76,562",0.06,"17,346.51",0.60,"702,464",1.32,64,"12,544",3.86,12.85,222.39,12.85,222.39,"100,352","100,352","201,698","401,408","401,408","402,270","402,588",0,"401,408","402,366","312,671",35.20,27.35,"402,366","312,671"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[9684] python3.8,"   25,    1,    1","  128,    1,    1","2,988",0.00,240.63,0.47,"7,680",1.06,128,25,1.03,0,0,0.02,7.02,0,176,440,0,617,"1,235",113,0,0,161,0,0.36,0,161,0
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[9684] python3.8,"  392,    2,    1","  128,    1,    1","520,429",0.38,"121,102.07",2.35,"19,355,392",1.36,128,784,18.82,36.63,95.84,25.69,67.23,"533,115","200,704","734,997","1,145,086","802,816","1,146,217","811,968","341,560","804,232","817,132","785,522",10.52,10.11,"817,132","785,522"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[9684] python3.8,"    1,    1,    1","   64,    1,    1","3,131",0.00,18.41,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,195,1,1,437,118,0,2,146,0,0.31,0,146,0
