ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23853] python3.8,"   99,    1,    1","  128,    1,    1","4,896",4.10,823.28,0.55,"30,624",1.19,128,99,2.52,0,0,0.08,19.42,0,769,"1,511",0,"2,533","3,356",161,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[23853] python3.8," 1568,    1,    1","   64,    1,    1","126,538",96.54,"86,333.12",2.01,"11,785,088",1.30,64,"1,568",37.00,17.32,179.42,25.69,266.10,"171,895","200,704","379,177","542,098","802,816","1,044,204","313,172","240,990","305,524","311,486","790,527",16.43,41.70,"311,486","790,527"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23853] python3.8,"    1,    1,    1","   64,    1,    1","5,034",4.22,20.44,0.05,65,1.19,64,1,0.01,0.00,0.01,0.00,0.01,1,1,673,1,1,"1,002",494,0,2,126,12,0.17,0.02,126,12
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23853] python3.8,"   32,    1,    1","  512,    1,    1","221,573",164.77,"100,716.04",0.84,"5,719,360",1.34,512,32,10.86,51.38,311.86,25.69,155.94,"401,536","200,832","612,461","1,605,760","802,944","805,226","1,612,992",120,"1,605,648","1,615,120","793,915",48.82,24.00,"1,615,120","793,915"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[23853] python3.8,"25088,    1,    1","   64,    1,    1","123,077",93.25,"87,790.54",0.27,"1,605,632",1.31,64,"25,088",6.02,25.69,275.50,25.69,275.50,"200,704","200,704","402,788","802,816","802,816","805,394","805,414",0,"802,816","811,726","783,840",44.17,42.66,"811,726","783,840"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[23853] python3.8," 6272,    1,    1"," 1024,    1,    1","429,367",327.90,"291,648.88",2.01,"39,940,096",1.31,"1,024","6,272",34.30,31.84,97.09,25.69,78.35,"469,514","200,704","681,469","994,922","802,816","1,080,393","811,315","270,514","802,852","817,779","718,858",12.62,11.09,"817,779","718,858"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23853] python3.8,"    1,    1,    1","   64,    1,    1","3,165",4.13,19.60,0.05,65,0.77,64,1,0.01,0.00,0.01,0.00,0.01,1,1,152,1,1,442,156,0,2,192,0,0.41,0,192,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23853] python3.8,"   32,    1,    1","  512,    1,    1","223,374",163.87,"97,670.94",0.86,"5,719,360",1.36,512,32,10.77,51.38,313.56,25.69,156.79,"401,536","200,832","609,735","1,605,760","802,944","804,898","1,613,412",120,"1,605,648","1,606,346","720,598",48.17,21.61,"1,606,346","720,598"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[23853] python3.8,"25088,    1,    1","   64,    1,    1","120,988",96.06,"88,453.25",0.27,"1,605,632",1.22,64,"25,088",6.27,25.69,267.43,25.69,267.43,"200,704","200,704","402,868","802,816","802,816","804,860","812,148",0,"802,816","810,484","713,746",44.11,38.84,"810,484","713,746"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23853] python3.8,"   99,    1,    1","  128,    1,    1","4,886",2.82,757.51,0.59,"30,624",1.73,128,99,2.53,0,0,0.08,28.26,0,722,"1,549",0,"2,489","3,351",41,0,0,337,816,0.47,1.13,337,816
