ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1663] python3.8,"   99,    1,    1","  128,    1,    1","4,317",0.00,206.22,2.18,"30,624",1.17,128,99,2.70,0,0,0.08,22.06,0,752,"1,235",0,"2,542","3,182",251,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[1663] python3.8," 3136,    1,    1","   64,    1,    1","1,836,245",1.35,"161,860.97",2.14,"23,570,176",1.36,64,"3,136",5.06,37.26,27.67,51.38,38.16,"374,081","401,408","808,419","1,164,395","1,605,632","2,170,937","702,550","558,782","604,574","665,670","1,517,996",2.43,5.54,"665,670","1,517,996"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"    1,    1,    1","   64,    1,    1","3,162",0.00,18.94,0.05,65,0.70,64,1,0.01,0.00,0.01,0.00,0.01,1,1,582,1,1,446,118,0,2,6,0,0.01,0,6,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1663] python3.8,"   32,    1,    1","  512,    1,    1","1,220,030",0.90,"99,964.32",1.66,"11,317,056",1.35,512,32,3.91,102.76,113.96,51.38,56.98,"802,912","401,536","1,218,977","3,211,360","1,605,760","1,606,853","3,233,320",72,"3,211,304","3,259,554","1,525,316",17.89,8.37,"3,259,554","1,525,316"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"50176,    1,    1","   64,    1,    1","778,218",0.57,"68,586.74",0.69,"3,211,264",1.36,64,"50,176",1.90,51.38,90.01,51.38,90.01,"401,408","401,408","812,875","1,605,632","1,605,632","1,606,976","1,657,802",0,"1,605,632","1,653,348","1,518,791",14.23,13.07,"1,653,348","1,518,791"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[1663] python3.8,"12544,    1,    1"," 1024,    1,    1","6,796,881",4.99,"559,266.10",2.10,"79,880,192",1.36,"1,024","12,544",4.32,63.30,12.69,51.38,10.30,"928,601","401,408","1,529,538","1,978,112","1,605,632","2,164,767","1,817,805","556,983","1,605,668","1,946,325","1,524,026",1.92,1.50,"1,946,325","1,524,026"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"    1,    1,    1","   64,    1,    1","3,275",0.00,19.24,0.05,65,1.16,64,1,0.01,0.00,0.01,0.00,0.01,1,1,328,1,1,430,134,0,2,504,15,1.03,0.03,504,15
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1663] python3.8,"   32,    1,    1","  512,    1,    1","1,234,337",0.90,"102,067.65",1.63,"11,317,056",1.37,512,32,3.86,102.76,114.19,51.38,57.10,"802,908","401,536","1,211,607","3,211,356","1,605,760","1,608,967","3,265,964",76,"3,211,304","3,260,854","1,524,548",17.69,8.27,"3,260,854","1,524,548"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1663] python3.8,"50176,    1,    1","   64,    1,    1","779,341",0.57,"68,210.78",0.69,"3,211,264",1.36,64,"50,176",1.90,51.38,90.10,51.38,90.10,"401,408","401,408","811,593","1,605,632","1,605,632","1,606,782","1,624,266",0,"1,605,632","1,629,026","1,516,814",14.00,13.04,"1,629,026","1,516,814"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1663] python3.8,"   99,    1,    1","  128,    1,    1","4,291",0.00,203.01,2.22,"30,624",0.86,128,99,2.72,0,0,0.08,16.32,0,756,"1,080",0,"2,534","4,496",17,0,0,25,0,0.04,0,25,0
