ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22572] python3.8,"   99,    1,    1","  128,    1,    1","3,099",2.78,768.54,0.59,"30,624",1.11,128,99,3.99,0,0,0.08,28.59,0,722,"1,287",0,"2,483","3,369",279,0,0,167,0,0.36,0,167,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[22572] python3.8," 3136,    1,    1","   64,    1,    1","236,396",177.41,"168,041.87",2.06,"23,570,176",1.32,64,"3,136",39.60,35.54,200.34,51.38,289.62,"351,937","401,408","756,175","1,109,850","1,605,632","2,127,856","608,374","514,817","605,860","606,402","1,516,660",17.14,42.87,"606,402","1,516,660"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"    1,    1,    1","   64,    1,    1","5,025",2.85,19.49,0.05,65,1.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,262,1,1,446,110,0,2,110,0,0.15,0,110,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22572] python3.8,"   32,    1,    1","  512,    1,    1","427,019",320.06,"196,887.59",0.85,"11,317,056",1.33,512,32,11.19,102.76,321.07,51.38,160.54,"802,944","401,536","1,218,308","3,211,392","1,605,760","1,612,438","3,235,124",120,"3,211,280","3,224,672","1,524,283",50.58,23.91,"3,224,672","1,524,283"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"50176,    1,    1","   64,    1,    1","251,860",190.50,"181,705.40",0.26,"3,211,264",1.32,64,"50,176",5.88,51.38,269.72,51.38,269.72,"401,408","401,408","808,982","1,605,632","1,605,632","1,607,828","1,614,062",0,"1,605,632","1,608,742","1,516,588",42.78,40.33,"1,608,742","1,516,588"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[22572] python3.8,"12544,    1,    1"," 1024,    1,    1","859,575",630.50,"587,936.99",2.00,"79,880,192",1.36,"1,024","12,544",34.35,63.67,100.99,51.38,81.49,"938,076","401,408","1,357,084","1,989,477","1,605,632","2,148,884","1,662,542","541,402","1,605,668","1,634,865","1,523,012",12.74,11.87,"1,634,865","1,523,012"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"    1,    1,    1","   64,    1,    1","3,241",3.87,18.76,0.05,65,0.84,64,1,0.01,0.00,0.01,0.00,0.01,1,1,184,1,1,430,30,0,2,54,0,0.11,0,54,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22572] python3.8,"   32,    1,    1","  512,    1,    1","426,957",317.57,"195,943.18",0.85,"11,317,056",1.34,512,32,11.20,102.76,323.60,51.38,161.81,"802,944","401,536","1,213,983","3,211,392","1,605,760","1,608,089","3,226,032",120,"3,211,280","3,236,462","1,524,976",50.77,23.92,"3,236,462","1,524,976"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22572] python3.8,"50176,    1,    1","   64,    1,    1","251,615",190.75,"181,786.94",0.26,"3,211,264",1.31,64,"50,176",5.89,51.38,269.36,51.38,269.36,"401,408","401,408","804,379","1,605,632","1,605,632","1,607,749","1,612,692",0,"1,605,632","1,606,332","1,516,601",42.76,40.37,"1,606,332","1,516,601"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22572] python3.8,"   99,    1,    1","  128,    1,    1","3,049",3.71,796.12,0.57,"30,624",0.82,128,99,4.05,0,0,0.08,21.44,0,724,"1,377",0,"2,526","3,972",329,0,0,123,0,0.27,0,123,0
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[22572] python3.8," 3136,    1,    1","   64,    1,    1","238,667",177.31,"173,361.19",2.10,"24,755,584",1.34,64,"3,136",42.89,54.54,307.62,25.69,144.89,"462,534","200,704","668,698","1,704,592","802,816","899,682","1,613,960","90,064","1,610,740","1,616,118","716,171",45.27,20.06,"1,616,118","716,171"
