ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[30767] python3.8,"   99,    1,    1","  128,    1,    1","3,135",0,545.88,0.83,"30,624",1.11,128,99,3.92,0,0,0.08,28.38,0,735,"1,282",0,"2,497","3,378",81,0,0,145,628,0.31,1.33,145,628
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[30767] python3.8," 1568,    1,    1","  128,    1,    1","1,065,924",0.78,"522,719.56",2.4,"85,280,384",1.36,128,"1,568",42.79,139.63,178.5,51.38,65.68,"2,493,952","401,408","2,923,160","4,372,445","1,605,632","5,681,048","414,656","4,072,371","305,110","542,270","1,595,216",3.41,10.02,"542,270","1,595,216"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[30767] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0,19.07,0.05,65,1.07,64,1,0.01,0,0.01,0,0.01,1,1,160,1,1,"1,002",174,0,2,206,0,0.44,0,206,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[30767] python3.8,"   64,    1,    1","  512,    1,    1","383,330",0.29,"183,007.28",0.92,"11,438,720",1.34,512,64,12.52,102.77,359.96,51.39,179.99,"803,072","401,664","1,214,404","3,211,520","1,605,888","1,607,929","3,223,126",240,"3,211,296","3,220,692","1,523,143",56.27,26.61,"3,220,692","1,523,143"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[30767] python3.8,"50176,    1,    1","   64,    1,    1","255,600",0.19,"124,882.10",0.33,"2,809,856",1.36,64,"50,176",4.62,51.38,272.93,51.38,272.93,"401,408","401,408","813,719","1,605,632","1,605,632","1,607,301","1,608,182",0,"1,605,632","1,609,486","1,516,822",42.17,39.74,"1,609,486","1,516,822"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[30767] python3.8,"12544,    1,    1","  256,    1,    1","362,754",0.27,"178,239.71",2.31,"28,037,120",1.33,256,"12,544",28.44,57.65,211.84,38.54,141.61,"647,769","301,056","957,318","1,801,009","1,204,224","1,488,645","1,617,611","282,302","1,605,632","1,702,641","1,126,637",31.44,20.8,"1,702,641","1,126,637"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[30767] python3.8,"   25,    1,    1","  128,    1,    1","3,023",0,363.68,0.31,"7,680",1.12,128,25,1.02,0,0,0.02,7.32,0,174,472,0,615,"2,589",281,0,0,113,148,0.25,0.32,113,148
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[30767] python3.8,"  392,    1,    1","  128,    1,    1","136,359",0.1,"64,196.57",2.22,"9,677,696",1.35,128,392,36.02,17.99,179.09,12.85,127.84,"255,969","100,352","357,174","561,858","401,408","567,027","405,334","159,225","402,680","409,106","312,993",20.11,15.38,"409,106","312,993"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[30767] python3.8,"    1,    1,    1","   64,    1,    1","3,204",0,19.38,0.05,65,1.1,64,1,0.01,0,0.01,0,0.01,1,1,200,1,1,997,54,0,2,126,0,0.26,0,126,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[30767] python3.8,"   64,    1,    1","  512,    1,    1","96,721",0.08,"46,010.63",0.99,"3,085,952",1.26,512,64,12.99,25.7,334.2,12.85,167.15,"200,960","100,608","302,864","803,072","401,664","403,266","805,866",240,"802,848","811,866","316,287",56.26,21.92,"811,866","316,287"
