ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20095] python3.8,"   99,    1,    1","  128,    1,    1","3,115",2.75,550.28,0.82,"30,624",1.13,128,99,3.95,0,0,0.08,29.07,0,733,"1,607",0,"2,500","3,346",1,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[20095] python3.8,"   98,    1,    1","   64,    1,    1","21,644",16.42,"9,244.66",1.17,"736,568",1.31,64,98,13.52,1.09,66.36,1.61,97.81,"11,428","12,544","24,895","34,024","50,176","64,844","21,582","13,224","21,278","22,830","37,997",7.06,11.75,"22,830","37,997"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20095] python3.8,"    1,    1,    1","   64,    1,    1","3,150",2.94,20.35,0.05,65,1.07,64,1,0.01,0.00,0.01,0.00,0.01,1,1,210,1,1,436,22,0,2,438,12,0.93,0.03,438,12
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20095] python3.8,"   32,    1,    1","  512,    1,    1","89,601",68.26,"39,738.96",0.17,"461,440",1.31,512,32,2.03,2.72,39.84,1.61,23.58,"21,383","12,672","36,348","85,148","50,304","86,650","52,745","34,676","50,192","54,509",0,4.08,0,"54,509",0
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20095] python3.8," 1568,    1,    1","   64,    1,    1","7,582",6.72,"2,513.43",0.59,"100,352",1.12,64,"1,568",6.13,1.61,238.93,1.61,238.93,"12,544","12,544","26,002","50,176","50,176","51,469","50,180",0,"50,176","50,292","33,271",44.25,29.27,"50,292","33,271"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20095] python3.8,"  392,    1,    1"," 1024,    1,    1","42,845",32.93,"18,620.19",1.97,"2,496,256",1.29,"1,024",392,21.63,2.00,60.64,1.61,48.76,"29,692","12,544","43,711","62,402","50,176","68,738","54,111","17,143","50,212","50,291",0,7.86,0,"50,291",0
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20095] python3.8,"    1,    1,    1","   64,    1,    1","3,153",2.82,18.71,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,154,1,1,986,6,0,2,6,0,0.01,0,6,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20095] python3.8,"   32,    1,    1","  512,    1,    1","89,790",66.50,"39,591.29",0.17,"461,440",1.35,512,32,2.02,2.68,40.25,1.61,24.21,"21,043","12,672","34,787","83,788","50,304","85,745","52,119","33,572","50,192","50,879",0,3.80,0,"50,879",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20095] python3.8," 1568,    1,    1","   64,    1,    1","7,882",6.53,"2,711.43",0.54,"100,352",1.20,64,"1,568",5.90,1.61,245.96,1.61,245.96,"12,544","12,544","26,222","50,176","50,176","51,419","50,388",0,"50,176","50,348",0,42.66,0,"50,348",0
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20095] python3.8,"   99,    1,    1","  128,    1,    1","3,080",2.78,535.41,0.84,"30,624",1.10,128,99,3.99,0,0,0.08,28.82,0,739,"1,232",0,"2,542","3,352",1,0,0,105,0,0.23,0,105,0
