ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5947] python3.8,"  393,    1,    1","  128,    1,    1","3,468",0.00,"1,034.97",1.74,"122,352",1.12,128,393,13.86,0,0,0.32,102.97,0,"2,929","3,846",0,"9,992","11,905",219,0,0,9,0,0.02,0,9,0
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[5947] python3.8," 3136,    1,    1","  128,    1,    1","422,169",0.31,"305,981.21",2.30,"47,767,552",1.36,128,"3,136",48.19,0.03,99.99,102.76,332.02,"423,473","802,816","1,237,309","966,007","3,211,264","3,970,903","239,700","759,270","225,992","243,142","3,122,367",3.86,49.53,"243,142","3,122,367"
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[5947] python3.8,"100352,    1,    1","   64,    1,    1","536,982",0.38,"378,165.71",2.42,"62,218,240",1.40,64,"100,352",42.66,0.10,268.72,102.76,268.46,"806,009","802,816","1,658,475","3,214,457","3,211,264","3,221,482","3,292,920","3,152","3,211,328","3,225,680","3,122,428",40.23,38.95,"3,225,680","3,122,428"
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5947] python3.8,"100352,    1,    1","   64,    1,    1","508,937",0.38,"372,041.09",0.22,"5,619,712",1.34,64,"100,352",4.64,0.10,271.15,102.76,271.15,"802,816","802,816","1,616,081","3,211,264","3,211,264","3,213,494","3,229,340",0,"3,211,264","3,230,620","3,120,137",42.52,41.06,"3,230,620","3,120,137"
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[5947] python3.8,"    2,   16,    1","   32,    4,    1","4,409",0.00,"1,003.68",0.66,"45,056",1.19,128,32,3.85,0.00,44.14,0.26,70.62,"2,129","2,048","5,641","5,120","8,192","10,669","4,702","1,005","4,608","4,788",0,7.25,0,"4,788",0
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[5947] python3.8,"   16,   28,   14","  256,    1,    1","3,945,716",2.89,"2,867,397.88",1.58,"307,127,296",1.37,256,"6,272",42.28,1.31,455.02,102.76,35.58,"13,824,000","1,605,632","15,469,255","41,062,400","3,211,264","38,058,802","9,576,477","34,831,866","9,218,848","9,353,450","3,171,329",15.88,5.38,"9,353,450","3,171,329"
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[5947] python3.8,"100352,    1,    1","   64,    1,    1","517,102",0.38,"377,637.96",2.42,"62,218,240",1.35,64,"100,352",44.31,0.10,269.06,102.76,268.79,"806,000","802,816","1,611,969","3,214,448","3,211,264","3,216,581","3,213,008","3,160","3,211,328","3,236,168","3,122,446",41.92,40.45,"3,236,168","3,122,446"
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5947] python3.8,"100352,    1,    1","   64,    1,    1","510,303",0.38,"371,930.82",0.22,"5,619,712",1.34,64,"100,352",4.63,0.10,269.38,102.76,269.38,"802,816","802,816","1,616,927","3,211,264","3,211,264","3,213,317","3,232,884",0,"3,211,264","3,305,580","3,117,300",43.39,40.92,"3,305,580","3,117,300"
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[5947] python3.8,"25088,    1,    1","  256,    1,    1","455,433",0.34,"331,416.21",1.84,"41,545,728",1.35,256,"25,088",33.58,0.11,329.09,77.07,229.16,"864,318","602,112","1,477,974","3,457,272","2,408,448","2,658,094","3,223,113","248,692","3,211,264","3,212,675","2,325,054",47.25,34.20,"3,212,675","2,325,054"
9,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[5947] python3.8,"    4,   16,    1","   32,    4,    1","6,675",0.00,"1,838.91",0.72,"90,112",1.54,128,64,5.08,0.00,75.85,0.52,121.36,"4,705","4,096","10,031","10,240","16,384","20,280","9,308","2,345","9,216","9,260",0,9.30,0,"9,260",0
