ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[15557] python3.8,"   99,    1,    1","  128,    1,    1","4,968",0.00,620.26,0.73,"30,624",1.18,128,99,2.47,0,0,0.08,19.45,0,778,"1,503",0,"2,542","5,457",169,0,0,129,752,0.17,1.02,129,752
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[15557] python3.8," 3136,    1,    1","   64,    1,    1","339,112",0.25,"165,625.93",2.09,"23,570,176",1.35,64,"3,136",27.54,36.14,144.62,51.38,205.61,"362,240","401,408","764,567","1,132,598","1,605,632","2,138,659","634,246","532,373","604,574","640,380","1,594,445",12.65,31.48,"640,380","1,594,445"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[15557] python3.8,"    1,    1,    1","   64,    1,    1","3,239",0.00,20.06,0.05,65,0.78,64,1,0.01,0.00,0.01,0.00,0.01,1,1,740,1,1,"1,019",214,0,2,334,12,0.69,0.02,334,12
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[15557] python3.8,"   32,    1,    1","  512,    1,    1","434,713",0.32,"196,075.65",0.85,"11,317,056",1.34,512,32,10.99,102.76,318.31,51.38,159.16,"802,944","401,536","1,228,445","3,211,392","1,605,760","1,607,711","3,279,668",120,"3,211,280","3,277,768","1,603,125",50.51,24.70,"3,277,768","1,603,125"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15557] python3.8,"50176,    1,    1","   64,    1,    1","252,329",0.19,"124,636.65",0.38,"3,211,264",1.30,64,"50,176",5.87,51.38,266.14,51.38,266.14,"401,408","401,408","804,000","1,605,632","1,605,632","1,609,076","1,606,148",0,"1,605,632","1,609,178","1,516,695",42.71,40.26,"1,609,178","1,516,695"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[15557] python3.8,"12544,    1,    1"," 1024,    1,    1","1,248,757",0.91,"580,295.35",2.02,"79,880,192",1.36,"1,024","12,544",23.58,63.83,69.90,51.38,56.26,"942,878","401,408","1,387,533","1,994,849","1,605,632","2,155,837","1,662,723","546,309","1,605,668","1,679,055","1,598,385",9.01,8.57,"1,679,055","1,598,385"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[15557] python3.8,"    1,    1,    1","   64,    1,    1","3,344",0.00,19.22,0.05,65,0.81,64,1,0.01,0.00,0.01,0.00,0.01,1,1,165,1,1,"1,778",294,0,2,374,11,0.75,0.02,374,11
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[15557] python3.8,"   32,    1,    1","  512,    1,    1","435,700",0.32,"195,672.66",0.85,"11,317,056",1.36,512,32,10.96,102.76,320.59,51.38,160.30,"802,944","401,536","1,219,007","3,211,392","1,605,760","1,611,073","3,216,856",120,"3,211,280","3,228,494","1,524,211",49.64,23.43,"3,228,494","1,524,211"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15557] python3.8,"50176,    1,    1","   64,    1,    1","259,620",0.19,"128,031.29",0.37,"3,211,264",1.36,64,"50,176",5.70,51.38,270.17,51.38,270.17,"401,408","401,408","804,069","1,605,632","1,605,632","1,609,690","1,639,708",0,"1,605,632","1,616,946","1,593,203",41.72,41.10,"1,616,946","1,593,203"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[15557] python3.8,"   99,    1,    1","  128,    1,    1","4,914",0.00,598.63,0.75,"30,624",1.17,128,99,2.50,0,0,0.08,19.49,0,780,"1,785",0,"2,499","3,973",113,0,0,"1,265",773,1.73,1.06,"1,265",773
