ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   99,    1,    1","  128,    1,    1","3,120",0.00,746.49,0.60,"30,624",0.77,128,99,3.96,0,0,0.08,19.77,0,723,"1,244",0,"2,488","3,351",9,0,0,129,544,0.28,1.18,129,544
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[13487] python3.8," 3136,    1,    1","  128,    1,    1","1,441,152",1.06,"1,042,704.60",2.41,"170,560,768",1.35,128,"3,136",63.58,281.47,265.44,102.76,96.91,"5,009,352","802,816","5,848,172","8,793,224","3,211,264","11,419,248","674,800","8,202,062","606,698","668,932","3,123,287",3.11,14.51,"668,932","3,123,287"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,123",0.00,18.68,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,446,54,0,2,198,0,0.43,0,198,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"   64,    1,    1","  512,    1,    1","801,903",0.58,"546,616.18",0.61,"22,634,112",1.39,512,64,11.91,205.53,356.96,102.77,178.49,"1,605,890","803,072","2,439,713","6,422,786","3,211,520","3,215,926","6,489,288",236,"6,422,570","6,459,728","3,131,027",53.96,26.15,"6,459,728","3,131,027"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"100352,    1,    1","   64,    1,    1","507,771",0.38,"369,947.13",0.22,"5,619,712",1.35,64,"100,352",4.66,102.76,273.04,102.76,273.04,"802,816","802,816","1,620,433","3,211,264","3,211,264","3,213,285","3,254,850",0,"3,211,264","3,238,010","3,122,268",42.71,41.18,"3,238,010","3,122,268"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[13487] python3.8,"25088,    1,    1","  256,    1,    1","508,329",0.38,"370,496.72",2.23,"56,074,240",1.35,256,"25,088",40.77,115.27,307.13,77.07,205.34,"1,295,695","602,112","1,906,109","3,603,236","2,408,448","2,977,105","3,227,101","564,940","3,211,264","3,250,051","2,326,786",42.82,30.65,"3,250,051","2,326,786"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","3,018",0.00,356.19,0.32,"7,680",1.12,128,25,1.02,0,0,0.02,7.36,0,174,637,0,615,"1,219",65,0,0,121,117,0.27,0.26,121,117
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    1,    1","  128,    1,    1","178,825",0.13,"126,075.26",2.26,"19,355,392",1.34,128,784,55.30,36.37,275.58,25.69,194.67,"524,188","200,704","729,108","1,136,046","802,816","1,139,922","817,362","332,442","804,152","807,524","713,523",30.14,26.63,"807,524","713,523"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,217",0.00,19.06,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,275,1,1,446,62,0,2,182,12,0.38,0.03,182,12
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"   64,    1,    1","  512,    1,    1","199,193",0.15,"133,642.60",0.65,"5,928,576",1.34,512,64,12.31,51.39,346.69,25.70,173.37,"401,664","200,960","604,894","1,605,888","803,072","805,419","1,615,868",240,"1,605,664","1,614,798","797,763",54.30,26.83,"1,614,798","797,763"
