ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[6166] python3.8,"   99,    1,    1","  128,    1,    1","2,755",2.59,"1,085.69",0.41,"30,624",1.06,128,99,4.48,0,0,0.08,31.85,0,865,"1,868",0,"2,582","3,453",145,0,0,113,0,0.28,0,113,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[6166] python3.8,"   98,    1,    1","  128,    1,    1","60,183",45.22,"45,329.29",1.73,"5,330,024",1.32,128,98,47.82,5.90,130.46,3.21,71.02,"124,336","25,088","151,453","184,600","100,352","266,046","22,348","163,698","22,346","24,374","12,105",2.68,1.33,"24,374","12,105"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[6166] python3.8,"    1,    1,    1","   64,    1,    1","2,802",3.65,19.74,0.05,65,0.77,64,1,0.01,0.00,0.01,0.00,0.01,1,1,167,1,1,"1,778",184,0,2,366,0,0.88,0,366,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[6166] python3.8,"   64,    1,    1","  512,    1,    1","92,953",68.99,"79,737.90",0.17,"922,880",1.35,512,64,3.91,5.40,78.24,3.22,46.66,"42,315","25,344","72,447","168,492","100,608","169,060","107,737","66,016","102,504","106,125","18,448",7.65,1.33,"106,125","18,448"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[6166] python3.8," 3136,    1,    1","   64,    1,    1","11,047",10.69,"8,739.51",0.30,"175,616",1.02,64,"3,136",6.78,3.21,300.46,3.21,300.46,"25,088","25,088","52,014","100,352","100,352","102,405","101,688",0,"100,352","100,428","11,422",60.73,6.91,"100,428","11,422"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[6166] python3.8,"  784,    1,    1","  256,    1,    1","15,465",14.40,"12,208.97",2.11,"1,752,320",1.05,256,784,42.74,3.54,245.50,2.41,167.25,"39,889","18,816","60,894","110,497","75,264","93,858","100,731","15,835","100,352","100,471",233,42.52,0.10,"100,471",233
6,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[6166] python3.8,"   98,    2,    1","    8,    8,    1","15,109",12.80,"12,307.76",1.16,"972,552",1.16,64,196,26.49,2.73,213.56,3.19,249.55,"47,756","24,986","74,544","85,388","99,820","162,038","26,272","60,122","25,600","26,808","24,898",11.62,10.79,"26,808","24,898"
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[6166] python3.8,"    1,    1,    1","   64,    1,    1","2,904",2.56,18.38,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,157,1,1,438,70,0,2,308,0,0.71,0,308,0
8,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[6166] python3.8,"   64,    1,    1","  512,    1,    1","9,933",7.52,"6,764.97",1.02,"468,288",1.31,512,64,18.09,0.81,107.85,0.81,107.85,"6,528","6,528","15,129","25,344","25,344","30,594","26,258",240,"25,120","25,954","13,963",17.42,9.37,"25,954","13,963"
9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[6166] python3.8,"  784,    1,    1","   64,    1,    1","5,135",4.32,"2,953.84",0.22,"43,904",1.18,64,784,3.61,0.80,185.84,0.80,185.84,"6,272","6,272","13,846","25,088","25,088","26,638","27,324",0,"25,088","25,244",0,32.87,0,"25,244",0
