ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29081] python3.8,"  393,    1,    1","  128,    1,    1","3,202",0.00,"1,481.97",1.21,"122,352",0.88,128,393,15.11,0,0,0.32,88.86,0,"3,250","4,436",0,"10,129","11,442",1,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[29081] python3.8," 3136,    1,    1","  128,    1,    1","337,081",0.25,"312,486.46",2.25,"47,767,552",1.35,128,"3,136",60.78,0.03,122.47,102.76,415.32,"420,737","802,816","1,226,308","957,621","3,211,264","3,955,385","237,232","721,506","226,024","226,030","3,115,017",4.48,61.71,"226,030","3,115,017"
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29081] python3.8,"100352,    1,    1","   64,    1,    1","513,064",0.38,"506,683.94",1.81,"62,218,240",1.34,64,"100,352",44.84,0.10,270.61,102.76,270.26,"807,000","802,816","1,623,902","3,215,448","3,211,264","3,218,091","3,239,464","4,193","3,211,328","3,227,360","3,122,713",42.09,40.73,"3,227,360","3,122,713"
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29081] python3.8,"100352,    1,    1","   64,    1,    1","514,958",0.38,"504,983.28",0.16,"5,619,712",1.36,64,"100,352",4.60,0.10,271.91,102.76,271.91,"802,816","802,816","1,635,012","3,211,264","3,211,264","3,219,140","3,240,214",0,"3,211,264","3,212,668","3,120,736",41.78,40.59,"3,212,668","3,120,736"
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[29081] python3.8,"    2,   16,    1","   32,    4,    1","3,980",0.00,"1,054.51",0.63,"45,056",0.85,128,32,4.26,0.00,35.07,0.26,56.11,"2,207","2,048","5,461","5,120","8,192","10,801","4,788","1,057","4,608","5,004","1,552",8.35,2.59,"5,004","1,552"
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[29081] python3.8,"   16,   28,   14","  256,    1,    1","2,944,033",2.16,"2,894,140.24",1.56,"307,127,296",1.36,256,"6,272",56.94,1.31,608.57,102.76,47.59,"13,824,000","1,605,632","15,483,252","41,062,400","3,211,264","38,046,724","9,314,705","34,840,156","9,247,146","9,295,403","3,170,468",21.14,7.21,"9,295,403","3,170,468"
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29081] python3.8,"100352,    1,    1","   64,    1,    1","518,172",0.38,"506,963.35",1.80,"62,218,240",1.34,64,"100,352",44.46,0.10,268.38,102.76,268.03,"806,997","802,816","1,618,516","3,215,445","3,211,264","3,218,181","3,225,510","4,175","3,211,328","3,232,328","3,199,089",41.75,41.32,"3,232,328","3,199,089"
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29081] python3.8,"100352,    1,    1","   64,    1,    1","514,825",0.38,"512,998.40",0.16,"5,619,712",1.36,64,"100,352",4.60,0.10,271.22,102.76,271.22,"802,816","802,816","1,621,050","3,211,264","3,211,264","3,213,826","3,229,152",0,"3,211,264","3,224,438","3,120,130",41.95,40.59,"3,224,438","3,120,130"
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[29081] python3.8,"25088,    1,    1","  256,    1,    1","443,152",0.33,"440,357.13",1.39,"41,545,728",1.33,256,"25,088",34.66,0.11,340.00,77.07,233.38,"877,322","602,112","1,486,188","3,509,288","2,408,448","2,706,842","3,239,795","303,212","3,211,264","3,221,211","2,321,421",48.66,35.07,"3,221,211","2,321,421"
9,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[29081] python3.8,"    4,   16,    1","   32,    4,    1","4,577",0.01,"2,464.44",0.54,"90,112",0.87,128,64,7.43,0.00,62.44,0.52,99.90,"5,180","4,096","11,342","10,240","16,384","27,186","9,580","2,941","9,216","9,484","3,271",13.82,4.77,"9,484","3,271"
