ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
15,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","51,741",38.56,"19,712.75",1.92,"2,575,328",1.34,256,28,28.36,10.96,284.26,0.40,10.41,"110,592","8,512","120,698","342,528","12,544","313,291","58,373","294,044","58,368","59,181",0,7.67,0,"59,181",0
26,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","50,803",38.82,"19,685.46",1.92,"2,575,328",1.30,256,28,28.89,10.96,282.38,0.40,10.34,"110,592","8,512","121,472","342,528","12,544","308,716","61,335","294,624","58,368","58,373",0,7.70,0,"58,373",0
37,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","50,897",38.46,"19,745.21",1.92,"2,575,328",1.32,256,28,28.86,10.96,284.97,0.40,10.44,"110,592","8,512","121,686","342,528","12,544","308,655","62,573","293,890","58,368","58,373",0,7.69,0,"58,373",0
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","50,992",38.85,"19,672.71",1.93,"2,575,328",1.31,256,28,28.80,10.96,282.15,0.40,10.33,"110,592","8,512","121,107","342,528","12,544","308,072","59,959","293,326","58,368","59,453",0,7.81,0,"59,453",0
59,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","50,897",39.36,"19,721.99",1.92,"2,575,328",1.29,256,28,28.85,10.96,278.48,0.40,10.20,"110,592","8,512","121,876","342,528","12,544","308,063","60,717","293,679","58,368","60,127",0,7.91,0,"60,127",0
70,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    7,    4","  256,    1,    1","50,790",38.53,"19,677.90",1.92,"2,575,328",1.31,256,28,28.90,10.96,284.49,0.40,10.42,"110,592","8,512","120,516","342,528","12,544","307,804","58,677","293,737","58,368","60,069",0,7.93,0,"60,069",0
87,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    4,    2","  256,    1,    1","49,211",38.40,"5,547.78",1.95,"735,808",1.28,256,8,8.48,2.86,74.56,0.13,3.36,"28,794","1,640","31,534","89,472","4,032","77,046","22,089","71,969","20,736","21,313",0,2.90,0,"21,313",0
98,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    4,    2","  256,    1,    1","49,051",37.31,"5,544.96",1.95,"735,808",1.31,256,8,8.51,2.86,76.73,0.13,3.46,"28,789","1,635","41,422","89,472","4,032","77,132","22,413","71,978","20,736","22,343",0,3.05,0,"22,343",0
108,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    4,    2","  256,    1,    1","49,118",37.38,"5,546.22",1.95,"735,808",1.31,256,8,8.50,2.86,76.60,0.13,3.45,"28,781","1,634","31,808","89,472","4,032","77,005","23,109","71,899","20,736","21,381",0,2.92,0,"21,381",0
118,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[16148] python3.8,"    1,    4,    2","  256,    1,    1","49,742",37.25,"5,538.24",1.95,"735,808",1.34,256,8,8.39,2.86,76.87,0.13,3.46,"28,779","1,635","31,671","89,472","4,032","77,017","20,757","71,807","20,736","20,741",0,2.79,0,"20,741",0
