ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[19077] python3.8,"   99,    1,    1","  128,    1,    1","3,065",0.00,752.32,0.60,"30,624",1.10,128,99,4.03,0,0,0.08,28.64,0,768,"1,861",0,"2,489","3,363",483,0,0,153,576,0.33,1.26,153,576
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[19077] python3.8," 1568,    1,    1","  128,    1,    1","733,052",0.54,"526,103.90",2.38,"85,280,384",1.36,128,"1,568",62.29,138.26,256.71,51.38,95.40,"2,473,922","401,408","2,889,464","4,324,350","1,605,632","5,633,335","317,846","4,029,851","304,946","330,706","1,517,658",3.02,13.87,"330,706","1,517,658"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"    1,    1,    1","   64,    1,    1","3,129",0.00,18.63,0.05,65,0.86,64,1,0.01,0.00,0.01,0.00,0.01,1,1,208,1,1,986,22,0,2,246,0,0.53,0,246,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[19077] python3.8,"   64,    1,    1","  512,    1,    1","394,384",0.29,"272,408.13",0.62,"11,438,720",1.36,512,64,12.17,102.77,354.32,51.39,177.17,"803,072","401,664","1,206,438","3,211,520","1,605,888","1,607,905","3,220,330",240,"3,211,296","3,220,048","1,524,783",54.69,25.90,"3,220,048","1,524,783"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"50176,    1,    1","   64,    1,    1","250,983",0.19,"183,624.59",0.23,"2,809,856",1.33,64,"50,176",4.71,51.38,272.05,51.38,272.05,"401,408","401,408","808,024","1,605,632","1,605,632","1,608,746","1,615,148",0,"1,605,632","1,631,354","1,514,013",43.54,40.41,"1,631,354","1,514,013"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[19077] python3.8,"12544,    1,    1","  256,    1,    1","255,442",0.19,"185,416.94",2.22,"28,037,120",1.35,256,"12,544",40.44,57.59,304.25,38.54,203.59,"647,495","301,056","953,127","1,800,358","1,204,224","1,488,154","1,612,231","281,737","1,605,632","1,617,443","1,123,016",42.41,29.45,"1,617,443","1,123,016"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"    1,    1,    1","   64,    1,    1","3,220",0.00,20.10,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,316,1,1,460,6,0,2,22,0,0.05,0,22,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[19077] python3.8,"   64,    1,    1","  512,    1,    1","109,610",0.08,"67,317.85",0.67,"3,085,952",1.43,512,64,11.46,25.70,336.72,12.85,168.41,"200,960","100,608","302,914","803,072","401,664","404,040","805,938",240,"802,848","804,784","393,585",49.20,24.06,"804,784","393,585"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"12544,    1,    1","   64,    1,    1","58,679",0.05,"40,976",0.25,"702,464",1.27,64,"12,544",5.04,12.85,277.98,12.85,277.98,"100,352","100,352","202,600","401,408","401,408","405,033","401,608",0,"401,408","401,644","312,409",45.85,35.66,"401,644","312,409"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[19077] python3.8,"   25,    1,    1","  128,    1,    1","2,892",0.00,415.71,0.27,"7,680",1.08,128,25,1.07,0,0,0.02,7.32,0,174,453,0,618,"1,240",145,0,0,1,0,0.00,0,1,0
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[19077] python3.8,"  392,    2,    1","  128,    1,    1","178,532",0.13,"126,047.24",2.26,"19,355,392",1.34,128,784,55.09,36.15,272.09,25.69,193.36,"517,464","200,704","730,849","1,129,271","802,816","1,130,598","804,984","326,321","804,632","808,126","713,575",30.31,26.76,"808,126","713,575"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"    1,    1,    1","   64,    1,    1","3,243",0.00,20.96,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,344,1,1,430,366,0,2,6,0,0.01,0,6,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[19077] python3.8,"  128,    1,    1","  512,    1,    1","208,128",0.16,"132,196.53",0.69,"6,171,904",1.26,512,128,12.07,51.40,312.54,25.71,156.32,"401,920","201,216","610,263","1,606,144","803,328","807,073","1,615,756","2,332","1,603,744","1,630,288","796,600",52.47,25.64,"1,630,288","796,600"
13,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"25088,    1,    1","   64,    1,    1","122,515",0.10,"88,413.60",0.23,"1,404,928",1.28,64,"25,088",4.82,25.69,267.96,25.69,267.96,"200,704","200,704","404,599","802,816","802,816","804,858","803,070",0,"802,816","819,730","699,525",44.81,38.24,"819,730","699,525"
14,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[19077] python3.8,"   16,  128,    1","  256,    1,    1","270,125",0.20,"183,055.90",0.74,"9,196,544",1.35,256,"2,048",15.43,57.54,288.23,57.80,289.57,"967,719","451,584","1,424,392","1,797,315","1,806,336","2,992,722","810,781","1,184,169","804,032","814,209","1,711,819",20.19,42.45,"814,209","1,711,819"
15,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[19077] python3.8,"    4,    4,    1","   32,    8,    1","5,108",0.00,740.99,0.78,"39,168",1.16,256,16,4.80,0.15,33.64,0.59,134.54,"1,152","4,608","6,710","4,608","18,432","19,667","4,724",0,"4,608","4,860",0,6.35,0,"4,860",0
16,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[19077] python3.8,"   25,    1,   36","  128,    1,    1","337,905",0.25,"245,072.04",2.24,"37,360,800",1.35,128,900,64.91,71.91,287.51,14.45,57.78,"892,527","112,896","1,009,248","2,247,286","451,584","885,818","1,829,883","431,648","1,824,768","1,834,191","384,028",36.35,7.61,"1,834,191","384,028"
17,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[19077] python3.8,"   16,   32,    1","  256,    1,    1","51,094",0.04,"33,917.40",1.07,"2,472,640",1.23,256,512,17.97,14.45,349.25,6.42,155.22,"112,896","136,192","250,698","451,584","200,704","202,378","454,019",0,"451,584","453,549","126,586",59.35,16.57,"453,549","126,586"
18,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[19077] python3.8,"  100,    2,    1","  512,    1,    1","111,221",0.08,"78,001.74",1.45,"7,715,200",1.31,512,200,25.59,19.27,228.42,19.27,228.42,"150,528","150,528","302,720","602,112","602,112","604,362","610,267",0,"602,112","607,415","595,816",36.59,35.89,"607,415","595,816"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"    1,    1,    1","   64,    1,    1","3,147",0.00,18.96,0.05,65,1.09,64,1,0.01,0.00,0.01,0.00,0.01,1,1,352,1,1,446,158,0,2,32,0,0.07,0,32,0
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[19077] python3.8,"   96,    1,    1","  512,    1,    1","151,698",0.12,"103,072.78",0.66,"4,628,928",1.32,512,96,12.42,38.55,335.17,19.28,167.64,"301,440","150,912","455,036","1,204,608","602,496","604,553","1,205,362",360,"1,204,272","1,209,380","516,419",53.41,22.81,"1,209,380","516,419"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"18816,    1,    1","   64,    1,    1","98,648",0.07,"64,774.82",0.24,"1,053,696",1.41,64,"18,816",4.49,19.27,275.31,19.27,275.31,"150,528","150,528","303,102","602,112","602,112","603,791","602,758",0,"602,112","603,614","513,112",41.00,34.85,"603,614","513,112"
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[19077] python3.8,"   25,    1,    1","  128,    1,    1","4,874",0.00,388.62,0.29,"7,680",1.14,128,25,0.63,0,0,0.02,4.61,0,174,519,0,618,"1,239",41,0,0,9,0,0.01,0,9,0
23,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[19077] python3.8,"  392,    2,    1","  128,    1,    1","244,090",0.18,"173,704.82",2.29,"27,069,952",1.34,128,784,59.69,56.07,309.22,25.69,141.67,"839,646","200,704","1,045,138","1,752,378","802,816","1,351,054","1,212,672","546,593","1,206,968","1,213,576","713,821",33.29,19.58,"1,213,576","713,821"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"    1,    1,    1","   64,    1,    1","3,147",0.00,18.65,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,196,1,1,426,678,0,2,662,12,1.40,0.03,662,12
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[19077] python3.8,"  128,    1,    1","  512,    1,    1","216,594",0.16,"132,716.21",0.68,"6,171,904",1.36,512,128,11.59,51.40,322.20,25.71,161.15,"401,920","201,216","613,746","1,606,144","803,328","807,425","1,608,976","3,016","1,603,992","1,609,346","791,508",49.77,24.48,"1,609,346","791,508"
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[19077] python3.8,"25088,    1,    1","   64,    1,    1","122,855",0.10,"93,334.78",0.22,"1,404,928",1.29,64,"25,088",4.81,25.69,269.13,25.69,269.13,"200,704","200,704","405,967","802,816","802,816","805,061","806,572",0,"802,816","806,940","713,839",43.99,38.92,"806,940","713,839"
27,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[19077] python3.8,"   16,  128,    1","  256,    1,    1","267,242",0.19,"190,870.10",0.71,"9,196,544",1.37,256,"2,048",15.60,57.53,295.97,57.80,297.39,"968,163","451,584","1,424,801","1,797,271","1,806,336","2,994,743","805,621","1,185,087","803,970","817,423","1,715,108",20.49,42.99,"817,423","1,715,108"
28,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[19077] python3.8,"    4,    4,    1","   32,    8,    1","5,134",0.01,751.34,0.77,"39,168",0.91,256,16,4.77,0.15,26.18,0.59,104.73,"1,152","4,608","6,738","4,608","18,432","19,683","4,628",0,"4,608","4,676",0,6.09,0,"4,676",0
