ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   99,    1,    1","  128,    1,    1","3,441",0.00,320.28,1.41,"30,624",1.12,128,99,3.53,0,0,0.08,25.74,0,715,"1,097",0,"2,480","3,208",3,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[8907] python3.8," 3136,    1,    1","   64,    1,    1","699,355",0.51,"163,527.69",2.12,"23,570,176",1.36,64,"3,136",13.30,36.78,71.56,51.38,99.98,"371,648","401,408","794,180","1,158,516","1,605,632","2,158,818","604,876","550,791","604,574","633,956","1,516,950",6.07,14.53,"633,956","1,516,950"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,214",0.00,20.60,0.05,65,0.75,64,1,0.01,0.00,0.01,0.00,0.01,1,1,368,1,1,"1,778",22,0,2,54,0,0.11,0,54,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   32,    1,    1","  512,    1,    1","472,134",0.35,"107,776.94",1.54,"11,317,056",1.36,512,32,10.10,102.76,297.49,51.38,148.75,"802,944","401,536","1,212,643","3,211,392","1,605,760","1,607,263","3,237,906",120,"3,211,280","3,235,538","1,524,200",45.90,21.62,"3,235,538","1,524,200"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"50176,    1,    1","   64,    1,    1","308,750",0.23,"71,447.84",0.66,"3,211,264",1.35,64,"50,176",4.79,51.38,225.16,51.38,225.16,"401,408","401,408","809,705","1,605,632","1,605,632","1,606,967","1,615,864",0,"1,605,632","1,620,266","1,516,861",35.15,32.90,"1,620,266","1,516,861"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[8907] python3.8,"12544,    1,    1"," 1024,    1,    1","2,597,729",1.90,"569,881.54",2.06,"79,880,192",1.36,"1,024","12,544",11.32,63.64,33.43,51.38,26.99,"938,421","401,408","1,402,349","1,988,806","1,605,632","2,156,195","1,867,687","548,970","1,605,668","1,753,105","1,523,738",4.52,3.93,"1,753,105","1,523,738"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"    1,    1,    1","   64,    1,    1","3,148",0.00,20,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,208,1,1,"1,002",126,0,2,14,0,0.03,0,14,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8907] python3.8,"   32,    1,    1","  512,    1,    1","472,251",0.34,"107,621.49",1.55,"11,317,056",1.37,512,32,10.11,102.76,298.07,51.38,149.04,"802,945","401,536","1,208,835","3,211,393","1,605,760","1,607,341","3,213,288",120,"3,211,284","3,336,064","1,524,405",47.32,21.62,"3,336,064","1,524,405"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8907] python3.8,"50176,    1,    1","   64,    1,    1","306,541",0.23,"71,615.66",0.66,"3,211,264",1.34,64,"50,176",4.83,51.38,224.97,51.38,224.97,"401,408","401,408","818,486","1,605,632","1,605,632","1,606,913","1,636,416",0,"1,605,632","1,621,396","1,516,894",35.43,33.14,"1,621,396","1,516,894"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8907] python3.8,"   99,    1,    1","  128,    1,    1","3,431",0.00,313.60,1.44,"30,624",1.14,128,99,3.54,0,0,0.08,26.35,0,712,"1,130",0,"2,477","3,191",33,0,0,425,400,0.83,0.78,425,400
