ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1863] python3.8,"   99,    1,    1","  128,    1,    1","3,175",0.00,534.90,0.84,"30,624",1.09,128,99,3.87,0,0,0.08,27.49,0,733,"1,263",0,"2,503","3,363",49,0,0,195,0,0.41,0,195,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[1863] python3.8," 3136,    1,    1","  128,    1,    1","2,097,250",1.54,"1,038,151.40",2.42,"170,560,768",1.35,128,"3,136",43.71,282.80,183.56,102.76,66.70,"5,027,934","802,816","5,878,343","8,836,354","3,211,264","11,465,494","724,252","8,241,946","606,758","637,542","3,198,907",2.04,10.22,"637,542","3,198,907"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,127",0.00,18.46,0.05,65,1.07,64,1,0.01,0.00,0.01,0.00,0.01,1,1,274,1,1,"1,802",14,0,2,198,0,0.42,0,198,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","774,816",0.57,"376,792.66",0.88,"22,634,112",1.35,512,64,12.33,205.53,359.48,102.77,179.75,"1,605,888","803,072","2,434,491","6,422,784","3,211,520","3,213,689","6,432,312",240,"6,422,568","6,439,924","3,201,888",55.67,27.68,"6,439,924","3,201,888"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"100352,    1,    1","   64,    1,    1","511,381",0.38,"252,160.66",0.33,"5,619,712",1.35,64,"100,352",4.63,102.76,271.22,102.76,271.22,"802,816","802,816","1,614,570","3,211,264","3,211,264","3,213,053","3,219,708",0,"3,211,264","3,219,276","3,122,373",42.17,40.90,"3,219,276","3,122,373"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[1863] python3.8,"25088,    1,    1","  256,    1,    1","724,101",0.53,"358,523.34",2.30,"56,074,240",1.35,256,"25,088",28.61,115.25,216.19,77.07,144.57,"1,295,687","602,112","1,923,149","3,601,730","2,408,448","2,975,357","3,259,645","564,413","3,211,264","3,247,617","2,329,530",30.04,21.55,"3,247,617","2,329,530"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,355",0.00,18.94,0.05,65,1.19,64,1,0.01,0.00,0.01,0.00,0.01,1,1,177,1,1,429,134,0,2,268,12,0.53,0.02,268,12
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","206,182",0.15,"94,011.26",0.93,"5,928,576",1.40,512,64,11.89,51.39,351.17,25.70,175.61,"401,664","200,960","605,920","1,605,888","803,072","804,734","1,618,144",240,"1,605,664","1,612,094","718,979",52.38,23.36,"1,612,094","718,979"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"25088,    1,    1","   64,    1,    1","129,788",0.09,"60,492.53",0.34,"1,404,928",1.37,64,"25,088",4.57,25.69,273.16,25.69,273.16,"200,704","200,704","430,544","802,816","802,816","804,612","802,826",0,"802,816","803,118","713,847",41.44,36.83,"803,118","713,847"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1863] python3.8,"   25,    1,    1","  128,    1,    1","2,927",0.00,367.63,0.31,"7,680",1.10,128,25,1.05,0,0,0.02,7.41,0,174,494,0,622,"1,224",1,0,0,291,159,0.66,0.36,291,159
