ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[12772] python3.8,"   99,    1,    1","  128,    1,    1","5,139",2.59,"1,047.03",0.43,"30,624",1.98,128,99,2.40,0,0,0.08,31.81,0,813,"1,345",0,"2,579","3,467",1,0,0,337,751,0.44,0.98,337,751
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[12772] python3.8,"  784,    1,    1","  128,    1,    1","286,907",211.01,"271,243.97",2.31,"42,640,192",1.35,128,784,80.11,65.34,309.66,25.69,121.75,"1,185,957","200,704","1,394,030","2,041,902","802,816","2,695,629","169,822","1,889,141","156,678","167,354","714,297",3.89,16.62,"167,354","714,297"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8,"    1,    1,    1","   64,    1,    1","4,797",2.56,18.57,0.05,65,1.87,64,1,0.01,0.00,0.01,0.00,0.01,1,1,336,1,1,994,8,0,2,378,44,0.53,0.06,378,44
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[12772] python3.8,"   64,    1,    1","  512,    1,    1","214,199",155.87,"186,208.81",0.46,"5,830,272",1.37,512,64,11.39,51.39,329.68,25.70,164.87,"401,664","200,960","608,444","1,605,888","803,072","810,254","1,616,264",240,"1,605,664","1,611,786","720,327",50.40,22.52,"1,611,786","720,327"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8,"25088,    1,    1","   64,    1,    1","122,651",93.28,"118,699.56",0.17,"1,404,928",1.31,64,"25,088",4.83,25.69,275.41,25.69,275.41,"200,704","200,704","404,888","802,816","802,816","804,891","806,310",0,"802,816","810,844","705,960",44.27,38.55,"810,844","705,960"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[12772] python3.8," 6272,    1,    1","  256,    1,    1","116,789",86.14,"109,570.47",1.88,"14,018,560",1.35,256,"6,272",44.51,28.77,333.94,19.27,223.67,"322,560","150,528","477,153","898,778","602,112","743,787","803,605","139,436","802,816","811,199","516,246",46.46,29.57,"811,199","516,246"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[12772] python3.8,"   25,    1,    1","  128,    1,    1","2,617",3.49,368.75,0.31,"7,680",0.75,128,25,1.18,0,0,0.02,5.64,0,177,641,0,615,"1,783",185,0,0,227,0,0.58,0,227,0
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,"  196,    1,    1","  128,    1,    1","43,906",33.98,"38,522.50",1.85,"4,838,848",1.27,128,196,56.59,8.39,246.89,6.42,188.99,"109,309","50,176","161,797","262,186","200,704","264,149","228,320","61,144","201,608","201,704","111,412",30.11,16.63,"201,704","111,412"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8,"    1,    1,    1","   64,    1,    1","2,832",2.98,18.62,0.05,65,0.95,64,1,0.01,0.00,0.01,0.00,0.01,1,1,316,1,1,458,102,0,2,218,0,0.52,0,218,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[12772] python3.8,"   64,    1,    1","  512,    1,    1","58,670",42.14,"45,234.07",0.54,"1,653,888",1.38,512,64,11.33,12.84,304.55,6.43,152.59,"100,472","50,432","153,558","401,120","200,960","204,952","402,741","2,112","399,044","401,845","192,867",45.90,22.03,"401,845","192,867"
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8," 6272,    1,    1","   64,    1,    1","25,903",24.51,"23,021.76",0.22,"351,232",1.05,64,"6,272",5.75,6.42,262.02,6.42,262.02,"50,176","50,176","102,020","200,704","200,704","203,264","200,740",0,"200,704","200,844","107,697",51.89,27.82,"200,844","107,697"
11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,"    2,   16,    1","   32,    4,    1","3,954",3.55,"1,032",0.64,"45,056",1.11,128,32,4.29,0.16,46.13,0.26,73.80,"2,159","2,048","5,359","5,120","8,192","10,736","4,612","1,095","4,608","4,852","3,053",8.20,5.16,"4,852","3,053"
12,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,"   16,    7,    4","  256,    1,    1","220,806",165.92,"204,790.18",1.58,"21,937,664",1.32,256,448,54.35,87.69,528.49,6.42,38.71,"884,736","136,192","1,028,437","2,740,224","200,704","2,533,600","528,341","2,344,034","520,832","528,253","179,722",15.96,5.43,"528,253","179,722"
13,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8,"    1,    1,    1","   64,    1,    1","2,806",2.59,18.47,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,226,1,1,446,6,0,2,6,0,0.01,0,6,0
14,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[12772] python3.8,"   64,    1,    1","  512,    1,    1","52,902",41.73,"45,147.24",0.54,"1,653,888",1.26,512,64,12.58,12.84,307.61,6.43,154.11,"100,444","50,432","155,821","401,008","200,960","205,778","398,532","1,192","398,788","401,184","116,338",50.83,14.74,"401,184","116,338"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[12772] python3.8," 6272,    1,    1","   64,    1,    1","25,861",24.58,"23,271.24",0.22,"351,232",1.04,64,"6,272",5.76,6.42,261.33,6.42,261.33,"50,176","50,176","102,613","200,704","200,704","203,795","201,004",0,"200,704","201,338","109,922",52.15,28.47,"201,338","109,922"
