ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1264] python3.8,"   99,    1,    1","  128,    1,    1","3,054",0.00,745.72,0.60,"30,624",1.10,128,99,4.05,0,0,0.08,28.60,0,727,"1,254",0,"2,490","3,358",49,0,0,137,0,0.30,0,137,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[1264] python3.8," 3136,    1,    1","  128,    1,    1","1,443,348",1.06,"1,042,291.06",2.41,"170,560,768",1.35,128,"3,136",63.51,281.42,265.00,102.76,96.77,"5,010,641","802,816","5,821,115","8,798,908","3,211,264","11,415,521","656,568","8,197,492","606,758","692,756","3,123,215",3.21,14.49,"692,756","3,123,215"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1264] python3.8,"    1,    1,    1","   64,    1,    1","3,117",0.00,19.66,0.05,65,1.02,64,1,0.01,0.00,0.01,0.00,0.01,1,1,240,1,1,446,102,0,2,150,0,0.33,0,150,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1264] python3.8,"   64,    1,    1","  512,    1,    1","804,980",0.59,"547,518.12",0.61,"22,634,112",1.37,512,64,11.87,205.53,350.13,102.77,175.07,"1,605,888","803,072","2,414,493","6,422,784","3,211,520","3,214,096","6,425,528",236,"6,422,568","6,444,202","3,130,992",53.62,26.05,"6,444,202","3,130,992"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1264] python3.8,"100352,    1,    1","   64,    1,    1","511,132",0.38,"390,486.12",0.21,"5,619,712",1.35,64,"100,352",4.63,102.76,272.03,102.76,272.03,"802,816","802,816","1,607,475","3,211,264","3,211,264","3,215,278","3,212,412",0,"3,211,264","3,265,420","3,122,442",42.79,40.91,"3,265,420","3,122,442"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[1264] python3.8,"25088,    1,    1","  256,    1,    1","508,228",0.38,"370,587.49",2.23,"56,074,240",1.35,256,"25,088",40.86,115.26,307.35,77.07,205.52,"1,295,023","602,112","1,908,574","3,602,738","2,408,448","2,975,173","3,236,607","564,853","3,211,264","3,229,369","2,326,810",42.55,30.66,"3,229,369","2,326,810"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1264] python3.8,"    1,    1,    1","   64,    1,    1","3,197",0.00,19.35,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,240,1,1,438,22,0,2,110,0,0.23,0,110,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1264] python3.8,"   64,    1,    1","  512,    1,    1","198,680",0.15,"146,371.12",0.60,"5,928,576",1.32,512,64,12.34,51.39,342.19,25.70,171.12,"401,664","200,960","607,110","1,605,888","803,072","805,419","1,615,376",240,"1,605,664","1,614,928","797,049",54.45,26.87,"1,614,928","797,049"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1264] python3.8,"25088,    1,    1","   64,    1,    1","131,135",0.09,"88,057.38",0.23,"1,404,928",1.39,64,"25,088",4.52,25.69,273.25,25.69,273.25,"200,704","200,704","403,752","802,816","802,816","804,487","806,272",0,"802,816","807,060","784,638",41.23,40.08,"807,060","784,638"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1264] python3.8,"   25,    1,    1","  128,    1,    1","2,923",0.00,365.74,0.31,"7,680",1.11,128,25,1.06,0,0,0.02,7.50,0,174,458,0,618,"1,231",1,0,0,281,168,0.64,0.38,281,168
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[1264] python3.8,"  784,    2,    1","  128,    1,    1","343,790",0.25,"245,331.43",2.32,"38,710,784",1.35,128,"1,568",57.44,73.13,288.70,51.38,202.83,"1,060,684","401,408","1,469,380","2,284,371","1,605,632","2,285,990","1,616,890","678,869","1,607,464","1,626,122","1,594,261",31.64,31.02,"1,626,122","1,594,261"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1264] python3.8,"    1,    1,    1","   64,    1,    1","3,190",0.00,19.51,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,168,1,1,994,318,0,2,134,0,0.28,0,134,0
