ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[15482] python3.8,"  393,    1,    1","  128,    1,    1","5,062",0.00,718.22,2.51,"122,352",1.32,128,393,9.10
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[15482] python3.8," 6272,    1,    1","  128,    1,    1","2,552,797",1.87,"599,590.04",2.34,"95,535,104",1.36,128,"6,272",15.90
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"200704,    1,    1","   64,    1,    1","2,825,498",2.07,"664,100.41",2.76,"124,436,480",1.37,64,"200,704",16.19
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"200704,    1,    1","   64,    1,    1","1,216,586",0.89,"284,171.07",0.58,"11,239,424",1.36,64,"200,704",3.88
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[15482] python3.8,"    2,   16,    1","   32,    4,    1","5,160",0.01,759.93,0.87,"45,056",0.96,128,32,3.29
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[15482] python3.8,"   32,   28,   14","  256,    1,    1","24,514,981",17.93,"5,740,419.12",1.57,"614,254,592",1.37,256,"12,544",13.60
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"200704,    1,    1","   64,    1,    1","2,823,922",2.07,"664,162.82",2.76,"124,436,480",1.36,64,"200,704",16.20
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"200704,    1,    1","   64,    1,    1","1,211,600",0.89,"284,932.35",0.58,"11,239,424",1.36,64,"200,704",3.90
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[15482] python3.8,"50176,    1,    1","  256,    1,    1","2,360,703",1.73,"554,638.65",2.20,"83,091,456",1.36,256,"50,176",12.94
9,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   49,   64,    1","  256,    1,    1","926,337",0.69,"216,900.47",1.06,"15,705,088",1.35,256,"3,136",7.89
