ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   99,    1,    1","  128,    1,    1","4,300",3.71,202.91,2.22,"30,624",1.16,128,99,2.71,0,0,0.08,21.84,0,749,"1,619",0,"2,539","3,143",129,0,0,89,0,0.14,0,89,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[20888] python3.8,"   98,    1,    1","   64,    1,    1","69,712",51.90,"5,631.04",1.92,"736,568",1.34,64,98,4.16,1.12,21.61,1.61,30.93,"11,215","12,544","28,268","35,343","50,176","65,209","23,486","14,242","21,278","24,526","40,760",2.36,3.92,"24,526","40,760"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,165",2.94,18.44,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,150,1,1,429,78,0,2,104,0,0.22,0,104,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   32,    1,    1","  512,    1,    1","279,269",200.96,"23,710.91",0.29,"461,440",1.39,512,32,0.65,3.21,15.99,1.61,8.01,"25,172","12,672","47,927","100,436","50,304","101,761","63,319","49,476","50,192","53,085",0,1.27,0,"53,085",0
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1568,    1,    1","   64,    1,    1","24,506",19.46,"1,956.50",0.75,"100,352",1.26,64,"1,568",1.88,1.61,82.53,1.61,82.53,"12,544","12,544","25,404","50,176","50,176","50,879","51,124",0,"50,176","50,428",0,13.77,0,"50,428",0
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  392,    1,    1"," 1024,    1,    1","219,872",161.22,"17,683.34",2.08,"2,496,256",1.36,"1,024",392,4.18,1.98,12.27,1.61,9.96,"29,068","12,544","74,156","61,816","50,176","68,798","52,243","17,232","50,212","61,857",0,1.88,0,"61,857",0
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,159",4.13,18.96,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,427,1,1,430,6,0,2,142,0,0.30,0,142,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   32,    1,    1","  512,    1,    1","275,512",206.27,"24,086.78",0.28,"461,440",1.34,512,32,0.66,3.15,15.28,1.61,7.80,"24,706","12,672","45,509","98,572","50,304","100,264","63,165","49,415","50,192","62,959",0,1.53,0,"62,959",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1568,    1,    1","   64,    1,    1","24,117",20,"1,947.07",0.76,"100,352",1.20,64,"1,568",1.92,1.61,80.28,1.61,80.28,"12,544","12,544","26,094","50,176","50,176","50,775","50,964",0,"50,176","51,388",0,14.29,0,"51,388",0
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   99,    1,    1","  128,    1,    1","4,303",4.96,204.16,2.21,"30,624",0.87,128,99,2.71,0,0,0.08,16.40,0,788,"1,381",0,"2,530","3,164",393,0,0,97,0,0.15,0,97,0
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[20888] python3.8,"   98,    1,    1","   64,    1,    1","70,813",53.44,"5,741.78",1.98,"773,612",1.32,64,98,4.49,1.70,31.89,0.80,15.02,"14,337","6,272","22,047","53,147","25,088","27,649","54,992","1,438","51,808","61,840","19,253",5.85,1.82,"61,840","19,253"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,144",2.78,18.69,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,177,1,1,446,226,0,2,206,0,0.44,0,206,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   16,    1,    1","  512,    1,    1","181,287",136.61,"10,711.21",0.32,"230,720",1.33,512,16,0.50,1.61,11.76,0.80,5.89,"12,588","6,332","22,560","50,220","25,152","51,313","26,365","25,126","25,096","25,101",0,0.93,0,"25,101",0
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   99,    1,    1","  128,    1,    1","4,407",3.71,203.01,2.22,"30,624",1.19,128,99,2.65,0,0,0.08,21.72,0,771,"1,087",0,"2,558","3,158",351,0,0,329,0,0.50,0,329,0
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[20888] python3.8,"   98,    3,    1","   64,    1,    1","132,840",98.27,"11,468.91",1.96,"1,530,564",1.35,64,294,5.03,2.73,27.75,4.82,49.02,"22,638","37,632","61,506","85,314","150,528","213,427","27,994","58,234","26,848","33,714","63,522",1.70,3.20,"33,714","63,522"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,263",2.82,18.81,0.05,65,1.16,64,1,0.01,0.00,0.01,0.00,0.01,1,1,235,1,1,429,54,0,2,326,12,0.67,0.02,326,12
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   96,    1,    1","  512,    1,    1","752,358",566.37,"65,150.75",0.31,"1,384,320",1.33,512,96,0.72,9.64,17.02,4.83,8.53,"75,508","38,016","126,955","301,300","150,912","304,053","176,605","150,740","150,576","256,709","67,244",2.29,0.60,"256,709","67,244"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 4704,    1,    1","   64,    1,    1","74,598",53.54,"5,944.29",0.74,"301,056",1.39,64,"4,704",1.86,4.82,89.97,4.82,89.97,"37,632","37,632","76,804","150,528","150,528","151,539","151,716",0,"150,528","152,252","134,693",13.67,12.10,"152,252","134,693"
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  294,    1,    1"," 1024,    1,    1","192,928",136.22,"15,063.09",1.83,"1,872,192",1.42,"1,024",294,3.57,4.98,36.57,1.20,8.84,"55,788","9,408","68,456","155,671","37,632","50,285","159,763","11,624","150,636","162,407","2,726",5.64,0.09,"162,407","2,726"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,238",2.82,18.69,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,172,1,1,430,30,0,2,738,12,1.52,0.02,738,12
20,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   96,    1,    1","  512,    1,    1","56,818",44.80,"5,029.69",2.05,"702,432",1.27,512,96,4.60,1.21,27.07,1.22,27.15,"9,688","9,792","19,842","37,912","38,016","43,113","38,282",248,"37,680","38,378",0,4.53,0,"38,378",0
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1176,    1,    1","   64,    1,    1","20,232",14.78,"1,493.49",0.74,"75,264",1.37,64,"1,176",1.71,1.20,81.45,1.20,81.45,"9,408","9,408","19,256","37,632","37,632","38,311","38,296",0,"37,632","38,572","24,655",12.76,8.15,"38,572","24,655"
22,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[20888] python3.8,"   98,    1,    1","    8,    8,    1","67,232",50.62,"5,448.96",1.86,"688,450",1.33,64,98,4.31,1.36,26.92,1.20,23.79,"14,540","9,408","25,204","42,774","37,632","46,071","44,144","4,836","37,920","39,570",0,3.94,0,"39,570",0
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,163",2.82,18.82,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,445,118,0,2,204,12,0.43,0.03,204,12
24,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   24,    1,    1","  512,    1,    1","16,566",12.86,"1,277.68",2.02,"175,608",1.27,512,24,4.04,0.30,23.57,0.30,23.64,"2,420","2,448","5,922","9,476","9,504","10,189","10,418",56,"9,424","10,658","2,959",4.26,1.18,"10,658","2,959"
25,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   25,    1,    1","  128,    1,    1","3,190",4.16,107.68,1.05,"7,680",0.77,128,25,0.96,0,0,0.02,4.73,0,174,540,0,615,"1,734",97,0,0,1,0,0.00,0,1,0
