ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5036] python3.8,"   99,    1,    1","  128,    1,    1","3,076",4.13,778.43,0.58,"30,624",0.74,128,99,4.02,0,0,0.08,19.27,0,763,"1,770",0,"2,488","3,394",201,0,0,97,0,0.21,0,97,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[5036] python3.8,"   98,    1,    1","   64,    1,    1","21,036",16.22,"12,608.81",0.86,"736,568",1.28,64,98,13.93,1.13,69.66,1.61,98.97,"12,609","12,544","26,599","35,318","50,176","66,540","21,510","14,562","21,278","21,722",0,6.93,0,"21,722",0
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5036] python3.8,"    1,    1,    1","   64,    1,    1","3,142",4.26,19.13,0.05,65,0.74,64,1,0.01,0.00,0.01,0.00,0.01,1,1,402,1,1,452,6,0,2,190,24,0.41,0.05,190,24
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5036] python3.8,"   32,    1,    1","  512,    1,    1","89,316",66.46,"39,720.40",0.17,"461,440",1.34,512,32,2.03,2.71,40.82,1.61,24.22,"21,347","12,672","35,777","85,004","50,304","86,769","51,039","34,884","50,192","51,703",0,3.88,0,"51,703",0
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5036] python3.8," 1568,    1,    1","   64,    1,    1","7,264",7.07,"3,452.60",0.43,"100,352",1.02,64,"1,568",6.41,1.61,227.04,1.61,227.04,"12,544","12,544","26,357","50,176","50,176","51,761","52,880",0,"50,176","50,180",0,46.01,0,"50,180",0
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[5036] python3.8,"  392,    1,    1"," 1024,    1,    1","30,116",25.18,"18,873.57",1.95,"2,496,256",1.18,"1,024",392,31.02,2.00,79.30,1.61,63.76,"29,665","12,544","43,971","62,405","50,176","71,033","50,291","17,107","50,212","50,267",0,11.15,0,"50,267",0
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5036] python3.8,"    1,    1,    1","   64,    1,    1","3,151",2.88,18.94,0.05,65,1.09,64,1,0.01,0.00,0.01,0.00,0.01,1,1,199,1,1,446,62,0,2,54,0,0.11,0,54,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5036] python3.8,"   32,    1,    1","  512,    1,    1","89,199",65.15,"39,690.59",0.17,"461,440",1.37,512,32,2.04,2.72,41.74,1.61,24.71,"21,258","12,672","35,652","84,648","50,304","87,142","51,189","34,688","50,192","50,213",0,3.77,0,"50,213",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5036] python3.8," 1568,    1,    1","   64,    1,    1","6,918",6.21,"5,274.69",0.28,"100,352",1.10,64,"1,568",6.73,1.61,258.64,1.61,258.64,"12,544","12,544","26,574","50,176","50,176","52,362","50,212",0,"50,176","50,372",0,48.35,0,"50,372",0
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5036] python3.8,"   99,    1,    1","  128,    1,    1","5,037",2.82,748.26,0.60,"30,624",1.79,128,99,2.45,0,0,0.08,28.25,0,729,"2,117",0,"2,492","3,366",121,0,0,131,0,0.18,0,131,0
