ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32365] python3.8,"   99,    1,    1","  128,    1,    1","3,118",0,989.49,0.46,"30,624",1.13,128,99,3.96,0,0,0.08,29.88,0,873,"1,982",0,"2,569","3,439","1,043",0,0,1,0,0,0,1,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[32365] python3.8," 3136,    1,    1","  128,    1,    1","1,070,681",0.79,"1,047,540.69",2.39,"170,560,768",1.35,128,"3,136",85.9,279.91,355.26,102.76,130.42,"4,991,834","802,816","5,816,785","8,751,454","3,211,264","11,366,357","656,194","8,147,233","616,264","655,000","3,122,795",4.09,19.52,"655,000","3,122,795"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32365] python3.8,"    1,    1,    1","   64,    1,    1","3,136",0,18.62,0.05,65,1.05,64,1,0.01,0,0.01,0,0.01,1,1,159,1,1,454,6,0,2,116,0,0.25,0,116,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32365] python3.8,"   64,    1,    1","  512,    1,    1","789,817",0.58,"727,657.51",0.46,"22,634,112",1.35,512,64,12.1,205.53,353.39,102.77,176.7,"1,605,888","803,072","2,438,825","6,422,784","3,211,520","3,214,309","6,461,832",240,"6,422,560","6,474,260","3,129,905",54.9,26.54,"6,474,260","3,129,905"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32365] python3.8,"100352,    1,    1","   64,    1,    1","509,017",0.38,"506,131.16",0.16,"5,619,712",1.34,64,"100,352",4.65,102.76,272.14,102.76,272.14,"802,816","802,816","1,623,045","3,211,264","3,211,264","3,214,234","3,212,716",0,"3,211,264","3,224,340","3,120,007",42.42,41.05,"3,224,340","3,120,007"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[32365] python3.8,"25088,    1,    1","  256,    1,    1","451,473",0.33,"444,746.84",1.85,"56,074,240",1.35,256,"25,088",45.93,115.21,345.73,77.07,231.27,"1,290,296","602,112","1,898,295","3,597,527","2,408,448","2,970,726","3,226,795","560,986","3,211,264","3,221,739","2,323,153",47.76,34.44,"3,221,739","2,323,153"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32365] python3.8,"    1,    1,    1","   64,    1,    1","3,148",0,18.96,0.05,65,0.83,64,1,0.01,0,0.01,0,0.01,1,1,188,1,1,446,438,0,2,94,0,0.2,0,94,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32365] python3.8,"   64,    1,    1","  512,    1,    1","197,534",0.15,"179,261.78",0.49,"5,928,576",1.28,512,64,12.42,51.39,333.31,25.7,166.68,"401,664","200,960","608,436","1,605,888","803,072","805,772","1,612,414",240,"1,605,664","1,613,042","719,873",54.7,24.41,"1,613,042","719,873"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32365] python3.8,"25088,    1,    1","   64,    1,    1","122,480",0.09,"119,042.68",0.17,"1,404,928",1.32,64,"25,088",4.84,25.69,277.5,25.69,277.5,"200,704","200,704","404,732","802,816","802,816","804,877","803,012",0,"802,816","810,182","713,253",44.29,38.99,"810,182","713,253"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32365] python3.8,"   25,    1,    1","  128,    1,    1","2,917",0,365.34,0.31,"7,680",1.1,128,25,1.06,0,0,0.02,7.41,0,174,448,0,615,"1,236",121,0,0,113,128,0.26,0.29,113,128
