ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   99,    1,    1","  128,    1,    1","3,032",2.72,990.88,0.45,"30,624",1.11,128,99,4.07,0,0,0.08,30.22,0,805,"1,464",0,"2,562","3,432",17,0,0,289,0,0.65,0,289,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[10223] python3.8,"  784,    1,    1","   64,    1,    1","61,109",47.71,"55,792.85",1.55,"5,892,544",1.27,64,784,38.42,8.22,172.24,12.85,269.22,"79,300","100,352","183,703","253,365","401,408","511,613","155,566","106,104","155,420","163,068","303,996",17.58,32.77,"163,068","303,996"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,147",2.88,18.79,0.05,65,1.09,64,1,0.01,0.00,0.01,0.00,0.01,1,1,177,1,1,446,302,0,2,282,0,0.60,0,282,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   32,    1,    1","  512,    1,    1","161,052",117.50,"68,739.15",0.62,"2,915,136",1.37,512,32,7.57,25.69,218.67,12.85,109.35,"200,832","100,480","303,139","802,944","401,536","404,055","815,244",120,"802,832","830,136","323,647",34.52,13.46,"830,136","323,647"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"12544,    1,    1","   64,    1,    1","58,261",48.83,"54,607.57",0.22,"802,816",1.19,64,"12,544",6.37,12.85,263.05,12.85,263.05,"100,352","100,352","203,330","401,408","401,408","404,382","403,088",0,"401,408","402,836","310,751",46.27,35.69,"402,836","310,751"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[10223] python3.8," 3136,    1,    1"," 1024,    1,    1","164,325",122.18,"151,343.69",1.94,"19,970,048",1.34,"1,024","3,136",45.01,15.92,130.29,12.85,105.14,"234,619","100,352","345,149","497,408","401,408","539,700","405,083","135,056","401,444","422,145","315,498",17.19,12.85,"422,145","315,498"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"    1,    1,    1","   64,    1,    1","3,175",2.88,18.97,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,278,1,1,446,118,0,2,142,12,0.30,0.03,142,12
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[10223] python3.8,"   32,    1,    1","  512,    1,    1","150,863",116.70,"68,486.99",0.63,"2,915,136",1.29,512,32,8.08,25.69,220.17,12.85,110.10,"200,832","100,480","315,864","802,944","401,536","403,749","810,042",120,"802,832","811,054","320,360",36.01,14.23,"811,054","320,360"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10223] python3.8,"12544,    1,    1","   64,    1,    1","57,893",47.90,"54,733.91",0.22,"802,816",1.20,64,"12,544",6.41,12.85,268.14,12.85,268.14,"100,352","100,352","203,042","401,408","401,408","405,033","402,790",0,"401,408","406,420","311,569",47.00,36.03,"406,420","311,569"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[10223] python3.8,"   99,    1,    1","  128,    1,    1","3,035",2.75,977.72,0.46,"30,624",1.10,128,99,4.06,0,0,0.08,30.48,0,810,"1,328",0,"2,572","3,429",1,0,0,1,0,0.00,0,1,0
