ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13478] python3.8,"   99,    1,    1","  128,    1,    1","4,297",0.00,202.93,2.22,"30,624",1.13,128,99,2.72,0,0,0.08,21.30,0,757,"1,252",0,"2,547","3,687",65,0,0,1,0,0.00,0,1,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[13478] python3.8," 1568,    1,    1","  128,    1,    1","5,853,505",4.29,"514,802.90",2.44,"85,280,384",1.37,128,"1,568",7.79,142.59,33.27,51.38,11.99,"2,528,740","401,408","3,040,358","4,457,101","1,605,632","5,771,458","716,358","4,162,033","305,010","453,774","1,518,466",0.52,1.74,"453,774","1,518,466"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13478] python3.8,"    1,    1,    1","   64,    1,    1","3,127",0.00,19.85,0.05,65,0.73,64,1,0.01,0.00,0.01,0.00,0.01,1,1,350,1,1,"1,778",374,0,2,298,0,0.65,0,298,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13478] python3.8,"   64,    1,    1","  512,    1,    1","1,162,907",0.86,"98,448.50",1.71,"11,438,720",1.35,512,64,4.13,102.77,119.84,51.39,59.93,"803,008","401,664","1,230,704","3,211,456","1,605,888","1,620,050","3,312,912","11,079","3,199,140","3,231,512","1,602,036",18.61,9.23,"3,231,512","1,602,036"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13478] python3.8,"50176,    1,    1","   64,    1,    1","773,091",0.57,"67,591.99",0.61,"2,809,856",1.36,64,"50,176",1.53,51.38,90.73,51.38,90.73,"401,408","401,408","811,843","1,605,632","1,605,632","1,606,942","1,629,136",0,"1,605,632","1,628,296","1,517,007",14.11,13.14,"1,628,296","1,517,007"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[13478] python3.8,"12544,    1,    1","  256,    1,    1","1,860,488",1.36,"163,591.03",2.52,"28,037,120",1.36,256,"12,544",5.54,57.55,42.19,38.54,28.25,"647,813","301,056","963,930","1,799,134","1,204,224","1,481,434","1,672,713","276,126","1,605,632","1,609,829","1,128,420",5.80,4.06,"1,609,829","1,128,420"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13478] python3.8,"   25,    1,    1","  128,    1,    1","3,182",0.00,103.19,1.09,"7,680",1.10,128,25,0.96,0,0,0.02,6.83,0,175,408,0,616,"1,145",67,0,0,317,0,0.67,0,317,0
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13478] python3.8,"  392,    1,    1","  128,    1,    1","689,002",0.51,"60,189.25",2.36,"9,677,696",1.36,128,392,7.11,18.52,36.62,12.85,25.40,"272,018","100,352","383,914","577,976","401,408","579,298","432,786","176,480","402,312","495,568","314,815",4.82,3.06,"495,568","314,815"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13478] python3.8,"    1,    1,    1","   64,    1,    1","3,147",0.00,18.97,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,348,1,1,458,"1,052",0,2,144,0,0.31,0,144,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13478] python3.8,"   64,    1,    1","  512,    1,    1","295,132",0.22,"24,979.31",1.82,"3,085,952",1.35,512,64,4.25,25.70,117.62,12.85,58.83,"200,896","100,608","305,827","803,008","401,664","776,590","436,063","374,582","428,132","436,387","321,877",9.90,7.30,"436,387","321,877"
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13478] python3.8,"12544,    1,    1","   64,    1,    1","188,322",0.14,"16,600.35",0.62,"702,464",1.33,64,"12,544",1.57,12.85,90.47,12.85,90.47,"100,352","100,352","201,158","401,408","401,408","402,534","405,434",0,"401,408","405,146","312,893",14.41,11.13,"405,146","312,893"
11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[13478] python3.8,"   16,   64,    1","  256,    1,    1","610,175",0.45,"53,608.40",1.26,"4,598,272",1.35,256,"1,024",3.41,28.72,63.66,28.90,64.07,"479,871","225,792","711,688","897,577","903,168","1,495,236","416,665","589,675","401,408","424,891","817,451",4.66,8.97,"424,891","817,451"
12,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[13478] python3.8,"    2,    8,    1","   32,    8,    1","10,990",0.01,683.53,0.84,"39,168",1.12,256,16,2.23,0.15,15.11,0.59,60.43,"1,152","4,608","8,574","4,608","18,432","20,186","4,636",0,"4,608","5,084",0,3.09,0,"5,084",0
13,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[13478] python3.8,"   25,    1,   36","  128,    1,    1","1,543,227",1.13,"136,107.63",2.19,"20,282,400",1.36,128,900,7.16,41.33,36.56,28.90,25.57,"614,234","225,792","862,480","1,292,312","903,168","1,284,369","982,771","380,883","921,600","922,265","816,227",4.00,3.54,"922,265","816,227"
14,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[13478] python3.8,"   16,   64,    1","  256,    1,    1","357,621",0.27,"31,337.13",2.32,"4,945,280",1.35,256,"1,024",5.09,28.90,108.93,12.85,48.41,"225,792","272,383","504,906","903,168","401,408","402,660","914,017",0,"903,168","917,807","344,525",17.19,6.45,"917,807","344,525"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13478] python3.8,"    1,    1,    1","   64,    1,    1","3,151",0.00,18.81,0.05,65,0.73,64,1,0.01,0.00,0.01,0.00,0.01,1,1,308,1,1,"1,002",44,0,2,14,0,0.03,0,14,0
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13478] python3.8,"   64,    1,    1","  512,    1,    1","297,836",0.22,"25,172.87",1.80,"3,085,952",1.35,512,64,4.21,25.70,116.78,12.85,58.42,"200,888","100,608","302,174","803,000","401,664","777,194","503,866","374,968","427,428","438,975","320,655",9.87,7.21,"438,975","320,655"
