ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[28265] python3.8,"   99,    1,    1","  128,    1,    1","4,296",0.00,208,2.17,"30,624",0.97,128,99,2.72,0,0,0.08,18.41,0,761,"1,058",0,"2,524","4,075",193,0,0,347,0,0.54,0,347,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[28265] python3.8," 1568,    1,    1","  128,    1,    1","5,847,163",4.29,"515,314.19",2.43,"85,280,384",1.36,128,"1,568",7.79,142.65,33.27,51.38,11.98,"2,532,377","401,408","3,015,166","4,464,702","1,605,632","5,780,917","678,598","4,165,719","304,930","519,026","1,518,506",0.59,1.74,"519,026","1,518,506"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[28265] python3.8,"    1,    1,    1","   64,    1,    1","3,127",0.00,18.65,0.05,65,1.07,64,1,0.01,0.00,0.01,0.00,0.01,1,1,242,1,1,446,176,0,2,14,0,0.03,0,14,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[28265] python3.8,"   64,    1,    1","  512,    1,    1","1,155,968",0.86,"98,540.21",1.71,"11,438,720",1.35,512,64,4.15,102.77,119.72,51.39,59.87,"803,004","401,664","1,224,813","3,211,452","1,605,888","1,617,771","3,234,990","12,150","3,201,160","3,241,995","1,527,480",18.78,8.85,"3,241,995","1,527,480"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[28265] python3.8,"50176,    1,    1","   64,    1,    1","759,820",0.57,"67,574.38",0.61,"2,809,856",1.34,64,"50,176",1.55,51.38,90.73,51.38,90.73,"401,408","401,408","813,227","1,605,632","1,605,632","1,606,635","1,633,592",0,"1,605,632","1,637,100","1,593,755",14.43,14.05,"1,637,100","1,593,755"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[28265] python3.8,"12544,    1,    1","  256,    1,    1","1,858,006",1.36,"163,626.76",2.52,"28,037,120",1.36,256,"12,544",5.55,57.57,42.25,38.54,28.28,"647,969","301,056","985,677","1,799,127","1,204,224","1,480,103","1,691,163","275,564","1,605,632","1,656,019","1,205,875",5.97,4.35,"1,656,019","1,205,875"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[28265] python3.8,"    1,    1,    1","   64,    1,    1","3,148",0.00,19.79,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,485,1,1,"1,382",70,0,2,22,0,0.05,0,22,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[28265] python3.8,"   64,    1,    1","  512,    1,    1","295,560",0.22,"25,038.35",1.81,"3,085,952",1.35,512,64,4.24,25.70,117.23,12.85,58.64,"200,892","100,608","311,191","803,004","401,664","783,506","436,333","380,939","421,886","430,365","320,289",9.75,7.26,"430,365","320,289"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[28265] python3.8,"12544,    1,    1","   64,    1,    1","189,543",0.14,"16,616.37",0.62,"702,464",1.32,64,"12,544",1.56,12.85,89.24,12.85,89.24,"100,352","100,352","204,836","401,408","401,408","402,994","409,692",0,"401,408","407,598","312,867",14.40,11.06,"407,598","312,867"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[28265] python3.8,"   25,    1,    1","  128,    1,    1","3,194",0.00,108.90,1.04,"7,680",0.82,128,25,0.96,0,0,0.02,5.05,0,176,602,0,616,"2,723",187,0,0,9,0,0.02,0,9,0
