ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32015] python3.8,"   99,    1,    1","  128,    1,    1","3,083",2.82,762.51,0.59,"30,624",1.09,128,99,4.02,0,0,0.08,28.28,0,729,"1,374",0,"2,489","3,976",49,0,0,59,0,0.13,0,59,0
1,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32015] python3.8,"  784,    1,    1","   64,    1,    1","66,590",51.46,"45,264.43",1.91,"5,892,544",1.28,64,784,35.29,8.26,160.48,12.85,249.63,"81,570","100,352","185,409","258,938","401,408","508,985","154,944","104,670","154,640","155,638","309,316",15.54,30.88,"155,638","309,316"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32015] python3.8,"    1,    1,    1","   64,    1,    1","3,166",4.16,19.35,0.05,65,0.76,64,1,0.01,0,0.01,0,0.01,1,1,418,1,1,444,262,0,2,62,0,0.13,0,62,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32015] python3.8,"   32,    1,    1","  512,    1,    1","153,223",120.35,"69,052.90",0.62,"2,915,136",1.27,512,32,7.96,25.69,213.49,12.85,106.76,"200,832","100,480","306,322","802,944","401,536","403,717","808,528",120,"802,832","810,892","322,479",35.45,14.1,"810,892","322,479"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32015] python3.8,"12544,    1,    1","   64,    1,    1","65,021",48.61,"40,941.26",0.29,"802,816",1.33,64,"12,544",5.7,12.85,264.26,12.85,264.26,"100,352","100,352","202,670","401,408","401,408","403,095","404,722",0,"401,408","404,068","311,445",41.6,32.07,"404,068","311,445"
5,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[32015] python3.8," 3136,    1,    1"," 1024,    1,    1","216,495",168.67,"147,819.29",1.99,"19,970,048",1.28,"1,024","3,136",34.07,15.92,94.41,12.85,76.15,"234,959","100,352","343,166","497,634","401,408","541,033","411,105","135,365","401,444","411,125","317,304",12.58,9.71,"411,125","317,304"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32015] python3.8,"    1,    1,    1","   64,    1,    1","3,182",2.85,20.35,0.05,65,1.11,64,1,0.01,0,0.01,0,0.01,1,1,601,1,1,446,390,0,2,150,0,0.32,0,150,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32015] python3.8,"   32,    1,    1","  512,    1,    1","155,519",121.76,"69,109.04",0.62,"2,915,136",1.27,512,32,7.84,25.69,211.02,12.85,105.53,"200,832","100,480","306,554","802,944","401,536","403,955","815,314",120,"802,832","812,202","320,571",34.98,13.81,"812,202","320,571"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32015] python3.8,"12544,    1,    1","   64,    1,    1","66,132",46.18,"40,671.21",0.29,"802,816",1.43,64,"12,544",5.61,12.85,278.18,12.85,278.18,"100,352","100,352","202,356","401,408","401,408","403,079","402,854",0,"401,408","405,314","384,438",41.05,38.93,"405,314","384,438"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32015] python3.8,"   99,    1,    1","  128,    1,    1","4,927",3.81,814.71,0.55,"30,624",1.29,128,99,2.51,0,0,0.08,21.21,0,751,"1,484",0,"2,520","3,947",161,0,0,169,189,0.23,0.26,169,189
