ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7489] python3.8,"   99,    1,    1","  128,    1,    1","6,140",0.00,203.25,2.22,"30,624",1.65,128,99,1.90,0,0,0.08,21.69,0,774,"1,132",0,"2,540","3,165",137,0,0,29,0,0.03,0,29,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[7489] python3.8,"   98,    1,    1","  128,    1,    1","394,077",0.29,"33,367.99",2.35,"5,330,024",1.36,128,98,7.23,8.46,29.20,3.21,11.08,"151,877","25,088","186,488","264,412","100,352","349,834","22,346","243,243","22,346","64,548","13,564",1.10,0.23,"64,548","13,564"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7489] python3.8,"    1,    1,    1","   64,    1,    1","3,137",0.00,19.66,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,446,214,0,2,118,0,0.25,0,118,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[7489] python3.8,"   64,    1,    1","  512,    1,    1","561,529",0.40,"42,997.79",0.32,"922,880",1.39,512,64,0.65,6.43,15.92,3.22,7.98,"50,348","25,344","80,064","200,876","100,608","202,615","120,661","100,501","100,384","130,405","95,764",1.56,1.14,"130,405","95,764"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7489] python3.8," 3136,    1,    1","   64,    1,    1","45,432",0.04,"3,751.59",0.69,"175,616",1.27,64,"3,136",1.62,3.21,89.68,3.21,89.68,"25,088","25,088","51,138","100,352","100,352","101,031","101,332",0,"100,352","101,940","11,574",15.04,1.71,"101,940","11,574"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[7489] python3.8,"  784,    1,    1","  256,    1,    1","116,920",0.09,"10,066.16",2.56,"1,752,320",1.35,256,784,5.51,3.60,41.52,2.41,27.79,"40,462","18,816","60,757","112,310","75,264","93,530","102,803","16,995","100,352","114,183","70,759",6.54,4.05,"114,183","70,759"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[7489] python3.8,"    1,    1,    1","   64,    1,    1","3,162",0.00,18.96,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,446,126,0,2,6,0,0.01,0,6,0
7,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[7489] python3.8,"   64,    1,    1","  512,    1,    1","41,026",0.03,"3,244.97",2.12,"468,288",1.34,512,64,4.25,0.81,26.35,0.81,26.43,"6,444","6,528","14,128","25,260","25,344","26,285","26,730",156,"25,120","25,122",0,4.10,0,"25,122",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[7489] python3.8,"  784,    1,    1","   64,    1,    1","13,765",0.01,"1,063.22",0.61,"43,904",1.30,64,784,1.34,0.80,75.79,0.80,75.79,"6,272","6,272","12,920","25,088","25,088","25,711","25,960",0,"25,088","25,108",0,12.24,0,"25,108",0
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[7489] python3.8,"   25,    1,    1","  128,    1,    1","3,189",0.00,103.57,1.09,"7,680",1.12,128,25,0.96,0,0,0.02,6.92,0,175,411,0,616,"1,703",97,0,0,113,0,0.24,0,113,0
