ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23201] python3.8,"   99,    1,    1","  128,    1,    1","3,037",0,987.57,0.46,"30,624",0.72,128,99,4.06,0,0,0.08,20.02,0,803,"1,363",0,"2,569","3,440",97,0,0,153,0,0.34,0,153,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[23201] python3.8," 3136,    1,    1","  128,    1,    1","1,073,179",0.79,"1,047,698.76",2.39,"170,560,768",1.35,128,"3,136",85.77,280.05,354.84,102.76,130.21,"4,991,638","802,816","5,816,402","8,751,710","3,211,264","11,360,538","660,454","8,139,950","616,256","631,700","3,123,520",3.94,19.48,"631,700","3,123,520"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"    1,    1,    1","   64,    1,    1","3,115",0,19.78,0.05,65,1.11,64,1,0.01,0,0.01,0,0.01,1,1,200,1,1,430,142,0,2,118,12,0.25,0.03,118,12
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23201] python3.8,"   64,    1,    1","  512,    1,    1","788,531",0.58,"717,725.96",0.46,"22,634,112",1.36,512,64,12.11,205.53,354.85,102.77,177.43,"1,605,888","803,072","2,424,652","6,422,784","3,211,520","3,214,349","6,452,960",240,"6,422,560","6,463,904","3,207,484",54.9,27.24,"6,463,904","3,207,484"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"100352,    1,    1","   64,    1,    1","507,475",0.38,"504,470.16",0.16,"5,619,712",1.34,64,"100,352",4.67,102.76,272.86,102.76,272.86,"802,816","802,816","1,617,499","3,211,264","3,211,264","3,213,713","3,233,414",0,"3,211,264","3,226,754","3,199,036",42.59,42.22,"3,226,754","3,199,036"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[23201] python3.8,"25088,    1,    1","  256,    1,    1","448,966",0.33,"445,113.49",1.85,"56,074,240",1.35,256,"25,088",46.21,115.15,348.36,77.07,233.15,"1,289,335","602,112","1,895,294","3,594,314","2,408,448","2,967,078","3,232,041","558,074","3,211,264","3,232,027","2,323,497",48.17,34.63,"3,232,027","2,323,497"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[23201] python3.8,"   25,    1,    1","  128,    1,    1","3,017",0,355.97,0.32,"7,680",1.11,128,25,1.02,0,0,0.02,7.24,0,174,443,0,615,"1,220",57,0,0,393,128,0.87,0.28,393,128
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[23201] python3.8,"  784,    1,    1","  128,    1,    1","152,784",0.11,"139,869.87",2.04,"19,355,392",1.33,128,784,64.85,35.84,316.25,25.69,226.72,"507,458","200,704","712,891","1,119,210","802,816","1,119,101","805,670","313,257","804,492","805,028","705,597",35.03,30.7,"805,028","705,597"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[23201] python3.8,"    1,    1,    1","   64,    1,    1","3,128",0,18.66,0.05,65,0.76,64,1,0.01,0,0.01,0,0.01,1,1,164,1,1,460,14,0,2,62,0,0.13,0,62,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[23201] python3.8,"   64,    1,    1","  512,    1,    1","203,628",0.15,"176,623.75",0.49,"5,928,576",1.36,512,64,12.05,51.39,344.24,25.7,172.15,"401,664","200,960","609,561","1,605,888","803,072","805,521","1,606,392",240,"1,605,664","1,612,262","791,169",53.03,26.02,"1,612,262","791,169"
