ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8243] python3.8,"   99,    1,    1","  128,    1,    1","3,140",2.78,750.68,0.60,"30,624",1.13,128,99,3.94,0,0,0.08,28.60,0,725,"1,282",0,"2,492","3,359",43,0,0,49,0,0.10,0,49,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[8243] python3.8,"   98,    1,    1","  128,    1,    1","60,544",46.66,"41,518.78",1.89,"5,330,024",1.29,128,98,47.44,5.80,124.29,3.21,68.83,"116,156","25,088","144,020","181,005","100,352","265,424","23,122","159,233","22,346","22,754","11,400",2.51,1.26,"22,754","11,400"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8243] python3.8,"    1,    1,    1","   64,    1,    1","3,116",2.88,18.63,0.05,65,1.08,64,1,0.01,0.00,0.01,0.00,0.01,1,1,386,1,1,445,182,0,2,190,0,0.41,0,190,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[8243] python3.8,"   64,    1,    1","  512,    1,    1","100,626",85.73,"64,750.84",0.21,"922,880",1.17,512,64,3.60,5.87,68.51,3.22,37.55,"46,082","25,344","73,209","183,560","100,608","174,059","120,741","77,580","106,112","109,989","17,726",7.32,1.18,"109,989","17,726"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8243] python3.8," 3136,    1,    1","   64,    1,    1","11,208",12.70,"6,416.04",0.40,"175,616",0.88,64,"3,136",6.64,3.21,252.78,3.21,252.78,"25,088","25,088","51,804","100,352","100,352","102,034","100,428",0,"100,352","100,468","11,399",60.01,6.81,"100,468","11,399"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[8243] python3.8,"  784,    1,    1","  256,    1,    1","18,328",17.28,"11,385.24",2.26,"1,752,320",1.05,256,784,35.75,3.56,206.20,2.41,139.38,"40,160","18,816","61,138","111,152","75,264","93,366","100,975","16,540","100,352","101,219","1,091",36.95,0.40,"101,219","1,091"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[8243] python3.8,"    1,    1,    1","   64,    1,    1","3,158",4.16,19.78,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,388,1,1,"1,036",24,0,2,76,0,0.16,0,76,0
7,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[8243] python3.8,"   64,    1,    1","  512,    1,    1","10,502",8.99,"5,646.41",1.22,"468,288",1.16,512,64,17.01,0.81,90.19,0.81,90.19,"6,528","6,528","14,321","25,344","25,344","30,766","25,180",240,"25,120","25,474",0,16.26,0,"25,474",0
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[8243] python3.8,"  784,    1,    1","   64,    1,    1","5,192",4.32,"2,226.28",0.29,"43,904",1.20,64,784,3.56,0.80,185.84,0.80,185.84,"6,272","6,272","13,666","25,088","25,088","26,468","25,364",0,"25,088","25,220","13,352",32.62,17.27,"25,220","13,352"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[8243] python3.8,"   25,    1,    1","  128,    1,    1","4,048",2.72,358.79,0.31,"7,680",1.49,128,25,0.76,0,0,0.02,7.24,0,174,493,0,615,"1,232",1,0,0,65,0,0.11,0,65,0
