ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5804] python3.8,"   99,    1,    1","  128,    1,    1","5,215",0.00,320.25,1.41,"30,624",1.73,128,99,2.33,0,0,0.08,26.35,0,714,"1,168",0,"2,473","3,222",113,0,0,49,0,0.06,0,49,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[5804] python3.8,"  784,    1,    1","  128,    1,    1","1,122,899",0.83,"260,932.40",2.40,"42,640,192",1.36,128,784,20.33,70.01,84.83,25.69,31.13,"1,247,296","200,704","1,468,193","2,186,899","802,816","2,846,626","185,220","2,037,166","154,118","191,894","716,263",1.14,4.27,"191,894","716,263"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5804] python3.8,"    1,    1,    1","   64,    1,    1","3,116",0.00,20.04,0.05,65,0.81,64,1,0.01,0.00,0.01,0.00,0.01,1,1,198,1,1,446,30,0,2,6,0,0.01,0,6,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5804] python3.8,"   64,    1,    1","  512,    1,    1","337,990",0.26,"77,007.82",1.11,"5,830,272",1.32,512,64,7.20,51.39,200.96,25.70,100.50,"401,664","200,960","608,644","1,605,888","803,072","804,629","1,622,384",240,"1,605,664","1,702,568","800,570",33.74,15.86,"1,702,568","800,570"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[5804] python3.8,"25088,    1,    1","   64,    1,    1","152,067",0.12,"35,310.68",0.59,"1,404,928",1.32,64,"25,088",3.89,25.69,222.70,25.69,222.70,"200,704","200,704","404,524","802,816","802,816","804,283","807,212",0,"802,816","803,162","713,964",35.38,31.45,"803,162","713,964"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[5804] python3.8," 6272,    1,    1","  256,    1,    1","366,285",0.27,"84,950.65",2.43,"14,018,560",1.34,256,"6,272",14.10,28.82,105.26,19.27,70.37,"324,291","150,528","481,225","900,623","602,112","743,923","867,549","140,404","802,816","895,661","525,297",16.38,9.61,"895,661","525,297"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[5804] python3.8,"   25,    1,    1","  128,    1,    1","3,078",0.00,257.65,0.44,"7,680",1.10,128,25,1.01,0,0,0.02,7.09,0,176,484,0,617,"1,217",249,0,0,153,0,0.33,0,153,0
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[5804] python3.8,"  196,    1,    1","  128,    1,    1","144,718",0.11,"31,904.74",2.23,"4,838,848",1.35,128,196,16.96,9.02,84.19,6.42,59.93,"128,584","50,176","183,666","281,558","200,704","287,223","202,848","80,294","201,608","204,144","112,900",9.45,5.23,"204,144","112,900"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[5804] python3.8,"    1,    1,    1","   64,    1,    1","3,132",0.00,18.65,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,270,1,1,986,166,0,2,258,0,0.54,0,258,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[5804] python3.8,"   64,    1,    1","  512,    1,    1","91,097",0.07,"20,394.78",1.19,"1,653,888",1.27,512,64,7.26,12.85,178.99,6.43,89.55,"100,608","50,432","152,792","401,664","200,960","366,555","238,505","164,884","237,400","247,761","119,422",18.23,8.79,"247,761","119,422"
