ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[16543] python3.8,"   99,    1,    1","  128,    1,    1","3,051",2.82,"1,015.15",0.44,"30,624",1.08,128,99,4.04,0,0,0.08,29.22,0,803,"1,473",0,"2,568","3,443",49,0,0,17,0,0.04,0,17,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[16543] python3.8," 1568,    1,    1","  128,    1,    1","553,150",404.93,"530,333.34",2.36,"85,280,384",1.36,128,"1,568",82.67,136.81,337.87,51.38,126.89,"2,455,239","401,408","2,867,519","4,277,607","1,605,632","5,584,110","338,286","3,975,982","309,938","337,295","1,589,100",4.08,19.23,"337,295","1,589,100"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[16543] python3.8,"    1,    1,    1","   64,    1,    1","3,141",3.87,19.21,0.05,65,0.81,64,1,0.01,0.00,0.01,0.00,0.01,1,1,630,1,1,446,230,0,2,118,0,0.25,0,118,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[16543] python3.8,"   64,    1,    1","  512,    1,    1","382,004",285.54,"344,796.57",0.49,"11,438,720",1.34,512,64,12.56,102.77,359.91,51.39,179.97,"803,072","401,664","1,212,485","3,211,520","1,605,888","1,608,645","3,243,384",240,"3,211,296","3,217,216","1,522,080",56.41,26.69,"3,217,216","1,522,080"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[16543] python3.8,"50176,    1,    1","   64,    1,    1","250,876",187.58,"247,155.26",0.17,"2,809,856",1.34,64,"50,176",4.71,51.38,273.91,51.38,273.91,"401,408","401,408","808,557","1,605,632","1,605,632","1,608,049","1,615,950",0,"1,605,632","1,608,688","1,516,226",42.95,40.48,"1,608,688","1,516,226"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[16543] python3.8,"12544,    1,    1","  256,    1,    1","226,063",168.38,"220,720.15",1.87,"28,037,120",1.34,256,"12,544",45.73,57.52,341.60,38.54,228.85,"645,501","301,056","947,998","1,799,838","1,204,224","1,486,160","1,611,517","278,386","1,605,632","1,615,269","1,119,809",47.85,33.17,"1,615,269","1,119,809"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[16543] python3.8,"   25,    1,    1","  128,    1,    1","2,912",2.69,364.19,0.31,"7,680",1.08,128,25,1.06,0,0,0.02,7.32,0,174,443,0,615,"1,224",121,0,0,41,0,0.09,0,41,0
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[16543] python3.8,"  392,    1,    1","  128,    1,    1","80,359",61.98,"73,855.75",1.93,"9,677,696",1.29,128,392,61.44,17.35,279.96,12.85,207.23,"237,677","100,352","340,667","543,559","401,408","545,640","404,966","140,143","402,704","404,140","308,357",33.43,25.50,"404,140","308,357"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[16543] python3.8,"    1,    1,    1","   64,    1,    1","3,273",2.82,18.79,0.05,65,1.16,64,1,0.01,0.00,0.01,0.00,0.01,1,1,237,1,1,438,70,0,2,300,0,0.61,0,300,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[16543] python3.8,"   64,    1,    1","  512,    1,    1","95,756",74.46,"85,619.59",0.53,"3,085,952",1.28,512,64,13.13,25.70,345.11,12.85,172.61,"200,960","100,608","304,490","803,072","401,664","403,956","862,020",240,"802,848","803,880","391,258",56.23,27.37,"803,880","391,258"
