ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22861] python3.8,"  393,    1,    1","  128,    1,    1","3,459",0.00,"1,299.88",1.38,"122,352",1.14,128,393,14.00
1,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[22861] python3.8,"12544,    1,    1","  128,    1,    1","1,224,744",1.00,"1,342,699.34",2.09,"191,070,208",1.21,128,"12,544",66.86
2,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"401408,    1,    1","   64,    1,    1","2,063,613",1.51,"2,041,911.56",1.79,"248,872,960",1.36,64,"401,408",44.56
3,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"401408,    1,    1","   64,    1,    1","2,074,971",1.51,"2,048,903.66",0.16,"22,478,848",1.37,64,"401,408",4.56
4,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[22861] python3.8,"    2,   16,    1","   32,    4,    1","4,152",0.00,"1,005.07",0.66,"45,056",1.16,128,32,4.09
5,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[22861] python3.8,"   64,   28,   14","  256,    1,    1","11,798,325",8.70,"11,649,038.79",1.55,"1,228,509,184",1.35,256,"25,088",56.71
6,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"401408,    1,    1","   64,    1,    1","2,059,126",1.51,"2,060,942.56",1.78,"248,872,960",1.36,64,"401,408",44.64
7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"401408,    1,    1","   64,    1,    1","2,054,388",1.51,"2,053,399.34",0.16,"22,478,848",1.35,64,"401,408",4.61
8,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[22861] python3.8,"100352,    1,    1","  256,    1,    1","1,794,289",1.31,"1,779,949.60",1.37,"166,182,912",1.36,256,"100,352",34.20
9,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   98,   64,    1","  256,    1,    1","1,050,055",0.78,"1,031,345.24",0.45,"31,410,176",1.35,256,"6,272",13.98
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    2,   16,    1","   32,    8,    1","5,527",0.01,"1,605.62",0.72,"78,336",0.92,256,32,8.90
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"  196,    1,   36","  256,    1,    1","2,263,296",1.64,"2,195,475.15",2.09,"312,721,920",1.37,256,"7,056",77.15
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","1,641,934",1.21,"1,629,506.31",0.58,"64,727,040",1.36,256,"12,544",14.54
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,029,416",0.76,"1,016,747.68",1.80,"124,436,480",1.35,64,"200,704",44.67
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,026,073",0.76,"1,013,945.49",0.16,"11,239,424",1.35,64,"200,704",4.61
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","2,197,672",1.59,"2,187,793.29",0.42,"62,820,352",1.38,256,"12,544",13.34
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    4,   16,    1","   32,    8,    1","7,317",0.01,"4,649.87",0.50,"156,672",1.17,256,64,13.51
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"  196,    1,   36","  256,    1,    1","3,959,873",2.90,"3,912,754.13",2.16,"575,995,392",1.36,256,"7,056",87.24
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","1,652,656",1.21,"1,633,737.22",0.58,"64,727,040",1.36,256,"12,544",14.44
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,029,775",0.76,"1,020,577.41",1.79,"124,436,480",1.35,64,"200,704",44.68
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,025,962",0.75,"1,016,669.53",0.16,"11,239,424",1.36,64,"200,704",4.61
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[22861] python3.8,"50176,    1,    1","  256,    1,    1","898,150",0.66,"880,912.28",1.39,"83,091,456",1.36,256,"50,176",34.16
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  128,    1","  256,    1,    1","523,591",0.40,"521,262.13",0.52,"18,393,088",1.32,256,"4,096",15.97
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    4,   32,    1","   32,    8,    1","15,804",0.01,"7,170.07",0.64,"313,344",1.28,256,128,12.52
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","2,003,067",1.47,"1,971,876.60",2.15,"287,997,696",1.35,256,"3,528",86.36
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","840,860",0.61,"824,971.72",0.71,"39,562,240",1.37,256,"8,192",17.41
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","512,059",0.38,"505,957.26",1.81,"62,218,240",1.33,64,"100,352",44.93
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","520,807",0.38,"505,507.46",0.16,"5,619,712",1.37,64,"100,352",4.55
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","1,095,638",0.79,"1,086,897.96",0.50,"36,786,176",1.39,256,"8,192",15.26
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    8,   32,    1","   32,    8,    1","28,571",0.03,"21,338.09",0.43,"626,688",1.08,256,256,13.82
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","3,757,196",2.76,"3,688,141.63",2.20,"551,271,168",1.36,256,"3,528",91.47
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","827,160",0.61,"816,509.85",0.71,"39,562,240",1.35,256,"8,192",17.67
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","515,149",0.38,"511,290.76",1.79,"62,218,240",1.34,64,"100,352",44.66
