ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13348] python3.8,"   99,    1,    1","  128,    1,    1","6,177",0.00,204.56,2.20,"30,624",1.66,128,99,1.89,0,0,0.08,21.91,0,764,"1,114",0,"2,528","3,153",273,0,0,25,0,0.03,0,25,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[13348] python3.8," 3136,    1,    1","  128,    1,    1","11,673,189",8.55,"1,028,891.29",2.44,"170,560,768",1.36,128,"3,136",7.81,286.38,33.50,102.76,12.02,"5,066,834","802,816","6,077,910","8,938,864","3,211,264","11,564,424","1,074,348","8,358,981","606,234","1,142,390","3,127,469",0.66,1.79,"1,142,390","3,127,469"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13348] python3.8,"    1,    1,    1","   64,    1,    1","3,145",0.00,18.93,0.05,65,0.79,64,1,0.01,0.00,0.01,0.00,0.01,1,1,230,1,1,986,102,0,2,6,0,0.01,0,6,0
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13348] python3.8,"   64,    1,    1","  512,    1,    1","2,284,638",1.67,"194,705",1.71,"22,634,112",1.37,512,64,4.17,205.53,123.23,102.77,61.62,"1,605,827","803,072","2,436,351","6,422,723","3,211,520","3,212,689","6,469,827",141,"6,422,616","6,497,792","3,131,495",19.05,9.18,"6,497,792","3,131,495"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13348] python3.8,"100352,    1,    1","   64,    1,    1","1,544,975",1.13,"135,081.41",0.61,"5,619,712",1.36,64,"100,352",1.53,102.76,90.83,102.76,90.83,"802,816","802,816","1,641,687","3,211,264","3,211,264","3,212,446","3,299,124",0,"3,211,264","3,303,230","3,191,936",14.32,13.84,"3,303,230","3,191,936"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[13348] python3.8,"25088,    1,    1","  256,    1,    1","3,714,379",2.72,"327,352.16",2.52,"56,074,240",1.36,256,"25,088",5.56,115.17,42.29,77.07,28.30,"1,296,017","602,112","1,963,929","3,598,408","2,408,448","2,960,768","3,427,178","550,526","3,211,264","3,302,535","2,332,184",5.96,4.21,"3,302,535","2,332,184"
6,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13348] python3.8,"   25,    1,    1","  128,    1,    1","3,194",0.00,103.16,1.09,"7,680",0.76,128,25,0.96,0,0,0.02,4.70,0,174,518,0,617,"1,161",81,0,0,1,0,0.00,0,1,0
7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13348] python3.8,"  784,    1,    1","  128,    1,    1","1,362,538",1.00,"119,568.47",2.38,"19,355,392",1.36,128,784,7.20,37.16,37.23,25.69,25.74,"549,927","200,704","792,348","1,161,768","802,816","1,162,483","863,754","358,548","803,720","830,514","715,452",4.08,3.52,"830,514","715,452"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13348] python3.8,"    1,    1,    1","   64,    1,    1","3,149",0.00,18.59,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,592,1,1,429,334,0,2,208,0,0.45,0,208,0
9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13348] python3.8,"   64,    1,    1","  512,    1,    1","600,460",0.44,"50,752.31",1.72,"5,928,576",1.35,512,64,4.07,51.39,115.93,25.70,57.98,"401,596","200,960","613,147","1,605,820","803,072","963,437","1,453,615","132,553","1,467,086","1,448,191","722,092",16.15,8.05,"1,448,191","722,092"
