ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
0,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[2308] python3.8,"   99,    1,    1","  128,    1,    1","3,413",0.00,314.04,1.43,"30,624",1.13,128,99,3.56,0,0,0.08,26.36,0,712,"1,127",0,"2,477","3,222",201,0,0,211,0,0.41,0,211,0
1,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[2308] python3.8," 3136,    1,    1","  128,    1,    1","4,410,755",3.23,"1,033,132.88",2.43,"170,560,768",1.36,128,"3,136",20.70,284.87,88.11,102.76,31.79,"5,051,045","802,816","5,953,268","8,894,234","3,211,264","11,524,267","824,536","8,305,976","606,212","761,716","3,122,929",1.16,4.74,"761,716","3,122,929"
2,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[2308] python3.8,"    1,    1,    1","   64,    1,    1","3,188",0.00,19.63,0.05,65,1.07,64,1,0.01,0.00,0.01,0.00,0.01,1,1,162,1,1,429,230,0,2,286,16,0.60,0.03,286,16
3,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[2308] python3.8,"   64,    1,    1","  512,    1,    1","924,751",0.68,"214,299.56",1.55,"22,634,112",1.35,512,64,10.34,205.53,300.97,102.77,150.49,"1,605,891","803,072","2,422,342","6,422,787","3,211,520","3,213,076","6,451,767",240,"6,422,564","6,537,942","3,131,477",47.35,22.68,"6,537,942","3,131,477"
4,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2308] python3.8,"100352,    1,    1","   64,    1,    1","608,038",0.45,"142,275.81",0.58,"5,619,712",1.36,64,"100,352",3.89,102.76,229.59,102.76,229.59,"802,816","802,816","1,627,686","3,211,264","3,211,264","3,212,641","3,253,674",0,"3,211,264","3,252,538","3,122,562",35.83,34.40,"3,252,538","3,122,562"
5,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[2308] python3.8,"25088,    1,    1","  256,    1,    1","1,459,033",1.07,"342,300.06",2.41,"56,074,240",1.36,256,"25,088",14.16,115.25,107.34,77.07,71.78,"1,296,829","602,112","1,933,157","3,602,892","2,408,448","2,973,405","3,299,621","561,145","3,211,264","3,306,491","2,332,950",15.18,10.71,"3,306,491","2,332,950"
6,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[2308] python3.8,"    1,    1,    1","   64,    1,    1","3,175",0.00,20.40,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,204,1,1,"1,006",152,0,2,8,0,0.02,0,8,0
7,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[2308] python3.8,"   64,    1,    1","  512,    1,    1","245,358",0.18,"57,198.97",1.52,"5,928,576",1.34,512,64,9.98,51.39,281.24,25.70,140.64,"401,664","200,960","604,266","1,605,888","803,072","806,809","1,609,068",241,"1,605,664","1,606,390","720,464",43.86,19.67,"1,606,390","720,464"
8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2308] python3.8,"25088,    1,    1","   64,    1,    1","154,682",0.11,"35,301.72",0.59,"1,404,928",1.36,64,"25,088",3.83,25.69,227.04,25.69,227.04,"200,704","200,704","404,946","802,816","802,816","804,086","806,700",0,"802,816","804,716","790,518",34.84,34.23,"804,716","790,518"
9,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[2308] python3.8,"   25,    1,    1","  128,    1,    1","3,017",0.00,247.72,0.46,"7,680",1.10,128,25,1.03,0,0,0.02,7.17,0,176,649,0,617,"1,226",97,0,0,67,0,0.15,0,67,0
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[2308] python3.8,"  784,    2,    1","  128,    1,    1","1,029,337",0.76,"239,842.16",2.37,"38,710,784",1.36,128,"1,568",19.08,73.48,97.07,51.38,67.87,"1,071,738","401,408","1,494,059","2,295,539","1,605,632","2,296,161","1,658,096","689,181","1,607,048","1,646,080","1,589,268",10.71,10.34,"1,646,080","1,589,268"
